基金代码,基金名称,基金类型,限购额度情况,狭义海外AI占比,扩展海外AI占比,广义离岸AI占比,匹配持仓数,核心持仓摘要
013096,安信远见成长混合C,混合型-偏股,限大额；起购10元；日累计1000元；数据日05-25,0.00%,0.00%,3.78%,1,腾讯控股 3.78%
013101,华夏稳福六个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.52%,1,阿里巴巴-W 0.52%
013095,安信远见成长混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.78%,1,腾讯控股 3.78%
013110,华夏优势价值一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.31%,1,腾讯控股 2.31%
013109,华夏优势价值一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.31%,1,腾讯控股 2.31%
013124,汇添富精选核心优势一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.47%,1,腾讯控股 4.47%
013123,汇添富精选核心优势一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.47%,1,腾讯控股 4.47%
013102,华夏稳福六个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.52%,1,阿里巴巴-W 0.52%
013132,创金合信文娱媒体股票发起A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.26%,1,腾讯控股 3.26%
013144,富国安诚回报12个月持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.16%,1,阿里巴巴-W 3.16%
013143,富国安诚回报12个月持有期混合A,混合型-偏债,开放申购；起购1元；日累计0元；数据日05-25,0.00%,0.00%,3.16%,1,阿里巴巴-W 3.16%
013133,创金合信文娱媒体股票发起C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.26%,1,腾讯控股 3.26%
013209,金鹰大视野混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.43%,1,腾讯控股 6.43%
013210,金鹰大视野混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.43%,1,腾讯控股 6.43%
013212,华富安盈一年持有期债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.78%,2,腾讯控股 1.86%; 阿里巴巴-W 0.92%
013211,华富安盈一年持有期债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.78%,2,腾讯控股 1.86%; 阿里巴巴-W 0.92%
013225,景顺长城安景一年持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.15%,1,腾讯控股 0.15%
013226,景顺长城安景一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.15%,1,腾讯控股 0.15%
013224,浦银安盛港股通量化混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,18.56%,3,阿里巴巴-W 7.20%; 华虹半导体 6.33%; 中芯国际 5.03%
013271,前海开源聚利一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.05%,2,腾讯控股 9.19%; 小米集团-W 4.86%
013269,交银瑞和三年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.71%,2,阿里巴巴-W 8.78%; 腾讯控股 5.93%
013270,前海开源聚利一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.05%,2,腾讯控股 9.19%; 小米集团-W 4.86%
013293,长城健康消费混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.54%,2,阿里巴巴-W 4.42%; 腾讯控股 2.12%
013363,大成中国优势混合(QDII)A,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,10.18%,2,中芯国际 6.69%; 阿里巴巴-W 3.49%
013365,汇添富产业升级混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.36%,1,阿里巴巴-W 7.36%
013364,大成中国优势混合(QDII)C,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,10.18%,2,中芯国际 6.69%; 阿里巴巴-W 3.49%
013366,汇添富产业升级混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.36%,1,阿里巴巴-W 7.36%
013389,华夏成长先锋一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.86%,2,华虹半导体 4.97%; 阿里巴巴-W 4.89%
013392,广发港股通优质增长混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,15.28%,3,腾讯控股 7.26%; 阿里巴巴-W 5.01%; 联想集团 3.01%
013390,华夏成长先锋一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.86%,2,华虹半导体 4.97%; 阿里巴巴-W 4.89%
013404,大成标普500等权重指数(QDII)A美元,指数型-海外股票,限大额；起购1元；日累计0元；数据日05-22,0.00%,0.21%,0.21%,1,戴尔科技 0.21%
013418,博时核心资产精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.43%,1,腾讯控股 8.43%
013414,太平智远三个月定开股票发起式,股票型,暂停申购；当前不可场外申购；下一开放日2026-05-13；数据日05-25,0.00%,0.00%,6.14%,1,华虹半导体 6.14%
013417,博时核心资产精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.43%,1,腾讯控股 8.43%
013432,华泰柏瑞景气汇选三年持有期混合C,混合型-偏股,限大额；起购10元；日累计50万；数据日05-25,0.00%,0.00%,1.77%,1,中芯国际 1.77%
013422,太平智行三个月定开混合发起式,混合型-偏股,暂停申购；当前不可场外申购；下一开放日2026-05-13；数据日05-25,0.00%,0.00%,2.06%,1,腾讯控股 2.06%
013427,贝莱德中国新视野混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.62%,1,腾讯控股 3.62%
013426,贝莱德中国新视野混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.62%,1,腾讯控股 3.62%
013431,华泰柏瑞景气汇选三年持有期混合A,混合型-偏股,限大额；起购10元；日累计50万；数据日05-25,0.00%,0.00%,1.77%,1,中芯国际 1.77%
013451,博时凤凰领航混合C,混合型-偏股,开放申购；起购10元；日累计0元；数据日05-25,0.00%,0.00%,4.03%,1,阿里巴巴-W 4.03%
013450,博时凤凰领航混合A,混合型-偏股,开放申购；起购10元；日累计0元；数据日05-25,0.00%,0.00%,4.03%,1,阿里巴巴-W 4.03%
013467,华夏安盈稳健养老目标一年持有混合(FOF)A,FOF-稳健型,开放申购；起购10元；日累计无限额；数据日05-21,0.00%,0.00%,0.81%,1,腾讯控股 0.81%
013485,尚正竞争优势混合发起A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.70%,1,腾讯控股 9.70%
013486,尚正竞争优势混合发起C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.70%,1,腾讯控股 9.70%
013525,富国悦享回报12个月持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.26%,2,阿里巴巴-W 0.82%; 腾讯控股 0.44%
013517,易方达悦浦一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.39%,1,阿里巴巴-W 0.39%
013524,富国悦享回报12个月持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.26%,2,阿里巴巴-W 0.82%; 腾讯控股 0.44%
013518,易方达悦浦一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.39%,1,阿里巴巴-W 0.39%
013548,招商享利增强债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.41%,2,腾讯控股 1.91%; 阿里巴巴-W 1.50%
013540,汇添富稳健睿享一年持有混合D,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.29%,1,腾讯控股 0.29%
013549,招商享利增强债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.41%,2,腾讯控股 1.91%; 阿里巴巴-W 1.50%
013576,鹏扬品质精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.10%,1,腾讯控股 4.10%
013575,鹏扬品质精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.10%,1,腾讯控股 4.10%
013613,宝盈国家安全沪港深股票C,股票型,限大额；起购10元；日累计50万；数据日05-25,0.00%,0.00%,4.31%,1,华虹半导体 4.31%
013610,中信保诚前瞻优势混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.48%,1,腾讯控股 4.48%
013616,广发睿智两年持有期混合发起式A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.32%,2,阿里巴巴-W 5.02%; 腾讯控股 4.30%
013604,易方达均衡优选一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.12%,1,中芯国际 2.12%
013603,易方达均衡优选一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.12%,1,中芯国际 2.12%
013630,嘉实均衡臻选一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.44%,2,阿里巴巴-W 7.09%; 腾讯控股 6.35%
013621,华安智能生活混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.44%,2,阿里巴巴-W 4.94%; 腾讯控股 3.50%
013631,嘉实均衡臻选一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.44%,2,阿里巴巴-W 7.09%; 腾讯控股 6.35%
013617,广发睿智两年持有期混合发起式C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.32%,2,阿里巴巴-W 5.02%; 腾讯控股 4.30%
013636,国投瑞银策略回报混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.91%,1,腾讯控股 2.91%
013637,国投瑞银策略回报混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.91%,1,腾讯控股 2.91%
013693,博道盛兴一年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.97%,1,腾讯控股 8.97%
013765,平安恒泰1年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.11%,1,阿里巴巴-W 0.11%
013766,平安恒泰1年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.11%,1,阿里巴巴-W 0.11%
013785,东方红优质甄选一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.35%,1,腾讯控股 0.35%
013824,汇丰晋信慧悦混合,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.51%,1,中芯国际 1.51%
013826,天弘永丰稳健养老目标一年持有混合(FOF)A,FOF-稳健型,开放申购；起购10元；日累计无限额；数据日05-21,0.00%,0.00%,1.30%,1,阿里巴巴-W 1.30%
013841,银华集成电路混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.37%,2,中芯国际 3.19%; 华虹半导体 3.18%
013843,银华新锐成长混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.43%,1,华虹半导体 4.43%
013840,银华集成电路混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.37%,2,中芯国际 3.19%; 华虹半导体 3.18%
013842,银华新锐成长混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.43%,1,华虹半导体 4.43%
013861,泓德产业升级混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.43%,1,中芯国际 2.43%
013868,汇安优势企业精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.10%,1,华虹半导体 3.10%
013880,广发招享混合C,混合型-偏债,限大额；起购10元；日累计1000万；数据日05-25,0.00%,0.00%,4.08%,2,腾讯控股 3.05%; 晶泰控股 1.03%
013862,泓德产业升级混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.43%,1,中芯国际 2.43%
013867,汇安优势企业精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.10%,1,华虹半导体 3.10%
013889,天弘沪港深新消费品牌指数C,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,25.12%,3,腾讯控股 8.64%; 阿里巴巴-W 8.40%; 小米集团-W 8.08%
013888,天弘沪港深新消费品牌指数A,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,25.12%,3,腾讯控股 8.64%; 阿里巴巴-W 8.40%; 小米集团-W 8.08%
013890,国泰睿毅三年持有期混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.33%,1,阿里巴巴-W 3.33%
013891,国泰睿毅三年持有期混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.33%,1,阿里巴巴-W 3.33%
013912,中欧招益稳健一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.55%,1,腾讯控股 3.55%
013904,景顺长城养老2035三年持有混合(FOF)A,FOF-均衡型,开放申购；起购10元；日累计无限额；数据日05-21,0.00%,0.00%,0.62%,1,腾讯控股 0.62%
013916,国联成长先锋一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.83%,1,腾讯控股 4.83%
013917,国联成长先锋一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.83%,1,腾讯控股 4.83%
013913,中欧招益稳健一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.55%,1,腾讯控股 3.55%
013945,交银中证海外中国互联网指数(LOF)C,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,21.46%,3,腾讯控股 9.54%; 阿里巴巴-W 8.00%; 百度集团-SW 3.92%
013944,招商智星稳健配置混合(FOF-LOF)C,FOF-稳健型,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,0.31%,1,腾讯控股 0.31%
013939,汇泉策略优选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.97%,1,腾讯控股 1.97%
013967,广发恒享一年持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.46%,1,阿里巴巴-W 1.46%
013968,广发恒享一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.46%,1,阿里巴巴-W 1.46%
013992,中欧港股通精选一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.35%,2,腾讯控股 9.24%; 阿里巴巴-W 5.11%
013991,中欧港股通精选一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.35%,2,腾讯控股 9.24%; 阿里巴巴-W 5.11%
014001,中欧丰利债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.20%,2,阿里巴巴-W 1.29%; 腾讯控股 0.91%
014000,中欧丰利债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.20%,2,阿里巴巴-W 1.29%; 腾讯控股 0.91%
014037,博时成长回报混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.10%,1,华虹半导体 4.10%
014036,博时成长回报混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.10%,1,华虹半导体 4.10%
014043,银华心怡灵活配置混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,36.89%,5,腾讯控股 9.40%; 阿里巴巴-W 8.43%; 中芯国际 8.03%; 金山云 5.80%; 华虹半导体 5.23%
