基金代码,基金名称,基金类型,证券代码,证券名称,标准名称,主题,占净值比例,持仓市值(万元),持股数(万股),原始重复行数
021842,国富全球科技互联混合(QDII)人民币C,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,6.79%,,29.88,1
021842,国富全球科技互联混合(QDII)人民币C,QDII-混合偏股,MU,美光科技,美光科技,存储,7.69%,,13.62,1
021842,国富全球科技互联混合(QDII)人民币C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,7.03%,,12.45,1
021842,国富全球科技互联混合(QDII)人民币C,QDII-混合偏股,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,7.02%,,19.67,1
021842,国富全球科技互联混合(QDII)人民币C,QDII-混合偏股,NVDA,英伟达,英伟达,电芯片/核心半导体,5.86%,,20.12,1
021842,国富全球科技互联混合(QDII)人民币C,QDII-混合偏股,INTC,英特尔,英特尔,电芯片/核心半导体,3.16%,,42.88,1
021843,国富全球科技互联混合(QDII)美元现汇C,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,6.79%,,29.88,1
021843,国富全球科技互联混合(QDII)美元现汇C,QDII-混合偏股,MU,美光科技,美光科技,存储,7.69%,,13.62,1
021843,国富全球科技互联混合(QDII)美元现汇C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,7.03%,,12.45,1
021843,国富全球科技互联混合(QDII)美元现汇C,QDII-混合偏股,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,7.02%,,19.67,1
021843,国富全球科技互联混合(QDII)美元现汇C,QDII-混合偏股,NVDA,英伟达,英伟达,电芯片/核心半导体,5.86%,,20.12,1
021843,国富全球科技互联混合(QDII)美元现汇C,QDII-混合偏股,INTC,英特尔,英特尔,电芯片/核心半导体,3.16%,,42.88,1
021891,融通中证港股通科技指数A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.75%,492.42,11.0,1
021892,融通中证港股通科技指数C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.75%,492.42,11.0,1
021937,华安半导体产业股票发起式A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.82%,161.58,1.0,1
021937,华安半导体产业股票发起式A,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.89%,164.55,2.4,1
021938,华安半导体产业股票发起式C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.82%,161.58,1.0,1
021938,华安半导体产业股票发起式C,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.89%,164.55,2.4,1
021967,西部利得均衡优选混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.02%,6463.19,40.0,1
021968,西部利得均衡优选混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.02%,6463.19,40.0,1
022016,华泰柏瑞集利债券A,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.30%,541.03,12.09,1
022017,华泰柏瑞集利债券C,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.30%,541.03,12.09,1
022121,国泰海通中证香港科技指数发起(QDII)A,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.33%,,10.65,1
022122,国泰海通中证香港科技指数发起(QDII)C,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.33%,,10.65,1
022124,国寿安保策略精选混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.92%,10664.27,66.0,1
022168,富国洞见价值股票E,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.79%,5470.89,122.2,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,000660,SK海力士,SK海力士,存储,4.11%,,2.35,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,005930,三星电子,三星电子,存储,3.33%,,9.2,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,10.06%,,9.0,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.80%,,17.0,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,AMD,超威半导体,超威半导体,电芯片/核心半导体,7.40%,,11.0,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,INTC,英特尔,英特尔,电芯片/核心半导体,3.66%,,25.1,1
022184,富国全球科技互联网股票(QDII)C,QDII-普通股票,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,3.58%,,0.82,1
022204,永赢中证A50指数增强发起A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.72%,64.91,1.45,1
022205,永赢中证A50指数增强发起C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.72%,64.91,1.45,1
022334,广发产业甄选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.17%,44.77,1.0,1
022335,广发产业甄选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.17%,44.77,1.0,1
022525,天弘纳斯达克100指数发起(QDII)D,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,7.75%,,30.68,1
022525,天弘纳斯达克100指数发起(QDII)D,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.68%,,5.99,1
022672,平安产业竞争力混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.99%,5759.09,128.65,1
022673,平安产业竞争力混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.99%,5759.09,128.65,1
022682,平安盈弘6个月持有债券(FOF)A,FOF-稳健型,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.25%,15.67,0.35,1
022683,平安盈弘6个月持有债券(FOF)C,FOF-稳健型,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.25%,15.67,0.35,1
022704,银河科技成长混合发起式A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.19%,123.41,1.8,1
022705,银河科技成长混合发起式C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,4.19%,123.41,1.8,1
022834,鹏华中证沪港深科技龙头指数(LOF)I,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.23%,192.49,4.3,1
022914,易方达沪深300精选增强Y,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,1.37%,4675.76,104.45,1
023034,中欧恒生科技指数发起(QDII)A,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.05%,,50.55,1
023035,中欧恒生科技指数发起(QDII)C,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.05%,,50.55,1
023044,太平科技先锋混合发起式A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.56%,301.67,4.4,1
023044,太平科技先锋混合发起式A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.35%,246.21,5.5,1
023045,太平科技先锋混合发起式C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.56%,301.67,4.4,1
023045,太平科技先锋混合发起式C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.35%,246.21,5.5,1
023176,中邮沪港深精选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.61%,268.59,6.0,1
023176,中邮沪港深精选混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.72%,95.99,1.4,1
023392,景顺长城稳健增益债券F,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.36%,11191.39,250.0,1
023402,广发全球精选股票(QDII)人民币F,QDII-普通股票,SNDK,闪迪,闪迪,存储,3.54%,,12.12,1
023402,广发全球精选股票(QDII)人民币F,QDII-普通股票,MU,美光科技,美光科技,存储,3.26%,,20.93,1
023402,广发全球精选股票(QDII)人民币F,QDII-普通股票,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,5.21%,,8.57,1
023402,广发全球精选股票(QDII)人民币F,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,4.47%,,55.67,1
023402,广发全球精选股票(QDII)人民币F,QDII-普通股票,LRCX,拉姆研究,拉姆研究,电芯片/核心半导体,4.01%,,40.72,1
023402,广发全球精选股票(QDII)人民币F,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,3.27%,,22.94,1
023422,建信纳斯达克100指数(QDII)D人民币,指数型-海外股票,NVDA,英伟达,英伟达,电芯片/核心半导体,8.29%,,18.03,1
023422,建信纳斯达克100指数(QDII)D人民币,指数型-海外股票,AVGO,博通,博通,电芯片/核心半导体,2.86%,,3.5,1
023451,中欧信息科技混合发起A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.58%,68752.23,425.5,1
023452,中欧信息科技混合发起C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.58%,68752.23,425.5,1
023559,招商普盛全球配置(QDII)人民币C,QDII-混合灵活,SNDK,闪迪,闪迪,存储,0.59%,,0.07,1
023559,招商普盛全球配置(QDII)人民币C,QDII-混合灵活,MU,美光科技,美光科技,存储,0.34%,,0.07,1
023559,招商普盛全球配置(QDII)人民币C,QDII-混合灵活,ARM,Arm Holdings plc ADR,Arm Holdings,电芯片/核心半导体,0.35%,,0.17,1
023559,招商普盛全球配置(QDII)人民币C,QDII-混合灵活,AVGO,博通,博通,电芯片/核心半导体,0.35%,,0.08,1
024148,长城恒生科技指数(QDII)A,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.07%,,25.95,1
024149,长城恒生科技指数(QDII)C,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.07%,,25.95,1
024159,大成港股通机遇混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.32%,8729.29,195.0,1
024160,大成港股通机遇混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.32%,8729.29,195.0,1
024166,西部利得恒生科技指数(QDII)A,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.13%,,35.8,1
024167,西部利得恒生科技指数(QDII)C,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.13%,,35.8,1
024169,信澳先进智造股票型C,股票型,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.13%,3968.55,57.88,1
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,4.72%,,4.56,1
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,COHR,Coherent Corp,Coherent,光芯片/光通信,4.59%,,13.08,1
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,GLW,康宁,康宁,光芯片/光通信,4.15%,,20.71,1
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,SNDK,闪迪,闪迪,存储,2.66%,,2.84,1
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,MU,美光科技,美光科技,存储,2.30%,,4.61,1
024239,华夏全球科技先锋混合(QDII)C,QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,4.87%,,9.77,1
024396,东兴产业升级混合发起A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.12%,102.84,1.5,1
024396,东兴产业升级混合发起A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.00%,67.15,1.5,1
024397,东兴产业升级混合发起C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.12%,102.84,1.5,1
024397,东兴产业升级混合发起C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,4.00%,67.15,1.5,1
024433,嘉实成长共赢混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.57%,9573.61,59.25,1
024433,嘉实成长共赢混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.75%,5471.17,79.8,1
024434,嘉实成长共赢混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.57%,9573.61,59.25,1
024434,嘉实成长共赢混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.75%,5471.17,79.8,1
024439,交银瑞安混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.33%,2073.38,12.83,1
024439,交银瑞安混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.15%,1338.87,19.53,1
024440,交银瑞安混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.33%,2073.38,12.83,1
024440,交银瑞安混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.15%,1338.87,19.53,1
024441,汇添富均衡潜力优选混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.85%,710.95,4.4,1
024442,汇添富均衡潜力优选混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.85%,710.95,4.4,1
024459,华商致远回报混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.95%,56043.23,346.85,1
024460,华商致远回报混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.95%,56043.23,346.85,1
024469,大成至臻回报混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.54%,1074.51,6.65,1
024470,大成至臻回报混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.54%,1074.51,6.65,1
024474,兴全合熙混合A,混合型-偏股,01415,高伟电子,高伟电子,光芯片/光通信,3.46%,954.35,41.7,1
024475,兴全合熙混合C,混合型-偏股,01415,高伟电子,高伟电子,光芯片/光通信,3.46%,954.35,41.7,1
024501,招商科技智选混合发起式A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.83%,56.55,0.35,1
024502,招商科技智选混合发起式C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.83%,56.55,0.35,1
024534,平安港股通科技精选混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.68%,10714.64,239.35,1
024534,平安港股通科技精选混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,7.25%,10112.76,147.5,1
024535,平安港股通科技精选混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.68%,10714.64,239.35,1
024535,平安港股通科技精选混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,7.25%,10112.76,147.5,1
024615,天弘稳健回报债券发起D,债券型-混合二级,01347,华虹半导体,华虹半导体,电芯片/核心半导体,0.31%,205.68,3.0,1
024731,富国双利增强债券E,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.20%,1343.1,30.0,1
024735,永赢港股通科技智选混合发起A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.32%,3191.2,19.75,1
024735,永赢港股通科技智选混合发起A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.59%,5604.65,125.2,1
024736,永赢港股通科技智选混合发起C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.32%,3191.2,19.75,1
024736,永赢港股通科技智选混合发起C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,7.59%,5604.65,125.2,1
024820,国富国证港股通科技指数A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.13%,2092.79,46.75,1
024821,国富国证港股通科技指数C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.13%,2092.79,46.75,1
024836,中欧港股通科技混合发起A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.19%,13936.28,86.25,1
024837,中欧港股通科技混合发起C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.19%,13936.28,86.25,1
024847,国投瑞银中证港股通科技指数发起式A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.02%,308.88,6.9,1
024848,国投瑞银中证港股通科技指数发起式C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.02%,308.88,6.9,1
024885,天弘港股科技ETF联接A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.00%,6.71,0.15,1
024886,天弘港股科技ETF联接C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.00%,6.71,0.15,1
025024,华商港股通价值回报混合,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.10%,9859.62,220.25,1
025152,华富安康三个月持有期债券A,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.04%,4.48,0.1,1
025153,华富安康三个月持有期债券C,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.04%,4.48,0.1,1
025181,浦银安盛港股通科技指数A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.03%,1927.16,43.05,1
025182,浦银安盛港股通科技指数C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.03%,1927.16,43.05,1
025191,富国成长策略混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.61%,20973.73,129.8,1
025222,创金合信弘科混合发起A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.73%,959.85,14.0,1
025223,创金合信弘科混合发起C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.73%,959.85,14.0,1
025303,东方红汇诚债券A,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.08%,13.43,0.3,1
025304,东方红汇诚债券C,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.08%,13.43,0.3,1
025339,招商普盛全球配置(QDII)人民币D,QDII-混合灵活,SNDK,闪迪,闪迪,存储,0.59%,,0.07,1
025339,招商普盛全球配置(QDII)人民币D,QDII-混合灵活,MU,美光科技,美光科技,存储,0.34%,,0.07,1
025339,招商普盛全球配置(QDII)人民币D,QDII-混合灵活,ARM,Arm Holdings plc ADR,Arm Holdings,电芯片/核心半导体,0.35%,,0.17,1
025339,招商普盛全球配置(QDII)人民币D,QDII-混合灵活,AVGO,博通,博通,电芯片/核心半导体,0.35%,,0.08,1
025349,广发乾享核心精选混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.41%,1736.98,10.75,1
025350,广发乾享核心精选混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.41%,1736.98,10.75,1
025372,景顺长城景颐裕利债券F,债券型-混合二级,00981,中芯国际,中芯国际H,电芯片/核心半导体,0.11%,1051.99,23.5,1
025421,浦银安盛数字经济混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.04%,17620.28,109.05,1
025422,浦银安盛数字经济混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,7.04%,17620.28,109.05,1
025426,国联中证港股通综合指数增强A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.46%,819.21,18.3,1
025427,国联中证港股通综合指数增强C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.46%,819.21,18.3,1
025468,富国创新趋势股票C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.04%,12239.69,75.75,1
025511,广发信息产业股票发起式A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.85%,105.03,0.65,1
025512,广发信息产业股票发起式C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,0.85%,105.03,0.65,1
025525,平安恒生港股通科技主题ETF发起式联接A,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.37%,282.02,6.3,1
025526,平安恒生港股通科技主题ETF发起式联接C,指数型-股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.37%,282.02,6.3,1
025544,汇添富港股通科技精选混合发起式A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,12.71%,31790.84,196.75,1
025544,汇添富港股通科技精选混合发起式A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.55%,16384.2,366.0,1
025544,汇添富港股通科技精选混合发起式A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.25%,15631.92,228.0,1
025545,汇添富港股通科技精选混合发起式C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,12.71%,31790.84,196.75,1
025545,汇添富港股通科技精选混合发起式C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,6.55%,16384.2,366.0,1
025545,汇添富港股通科技精选混合发起式C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,6.25%,15631.92,228.0,1
025558,光大阳光启明星创新驱动混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.22%,400.81,2.48,1
025559,光大阳光启明星创新驱动混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.22%,400.81,2.48,1
025560,光大阳光启明星创新驱动混合D,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.22%,400.81,2.48,1
025648,易方达港股通科技混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.55%,13233.39,81.9,1
025648,易方达港股通科技混合A,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.48%,7596.72,169.7,1
025648,易方达港股通科技混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.17%,4387.91,64.0,1
025649,易方达港股通科技混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,9.55%,13233.39,81.9,1
025649,易方达港股通科技混合C,混合型-偏股,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.48%,7596.72,169.7,1
025649,易方达港股通科技混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,3.17%,4387.91,64.0,1
025673,鑫元港股通领航混合C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,5.86%,308.52,4.5,1
025674,鑫元港股通领航混合A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,5.86%,308.52,4.5,1
025686,国泰半导体制造精选混合发起A,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.01%,281.1,4.1,1
025687,国泰半导体制造精选混合发起C,混合型-偏股,01347,华虹半导体,华虹半导体,电芯片/核心半导体,2.01%,281.1,4.1,1
025701,易方达科技创新混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,4.01%,8709.15,53.9,1
025758,华安新兴动力混合发起式A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.69%,6018.85,37.25,1
025759,华安新兴动力混合发起式C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,6.69%,6018.85,37.25,1
025880,汇添富科技领先混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.75%,14889.58,92.15,1
025881,汇添富科技领先混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.75%,14889.58,92.15,1
025918,易方达科技先锋混合A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.16%,4758.53,29.45,1
025919,易方达科技先锋混合C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,3.16%,4758.53,29.45,1
025988,鹏华创新未来混合(LOF)A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,8.83%,15560.14,96.3,1
026173,路博迈港股通科技股票A,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.46%,1526.93,9.45,1
026173,路博迈港股通科技股票A,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.34%,2079.36,46.45,1
026174,路博迈港股通科技股票C,股票型,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,2.46%,1526.93,9.45,1
026174,路博迈港股通科技股票C,股票型,00981,中芯国际,中芯国际H,电芯片/核心半导体,3.34%,2079.36,46.45,1
026206,宝盈恒生科技指数(QDII)A,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.99%,,96.15,1
026207,宝盈恒生科技指数(QDII)C,指数型-海外股票,00981,中芯国际,中芯国际H,电芯片/核心半导体,5.99%,,96.15,1
026210,平安科技精选混合发起式A,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.18%,2746.86,17.0,1
026211,平安科技精选混合发起式C,混合型-偏股,06869,长飞光纤光缆,长飞光纤光缆,光芯片/光通信,5.18%,2746.86,17.0,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,000660,SK海力士,SK海力士,存储,4.11%,,2.35,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,005930,三星电子,三星电子,存储,3.33%,,9.2,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,10.06%,,9.0,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.80%,,17.0,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,AMD,超威半导体,超威半导体,电芯片/核心半导体,7.40%,,11.0,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,INTC,英特尔,英特尔,电芯片/核心半导体,3.66%,,25.1,1
026228,富国全球科技互联网股票(QDII)D,QDII-普通股票,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,3.58%,,0.82,1
050015,博时大中华亚太精选,QDII-普通股票,2330,台积电,台积电,电芯片/核心半导体,7.43%,,3.5,1
050015,博时大中华亚太精选,QDII-普通股票,2454,联发科,联发科,电芯片/核心半导体,3.95%,,2.2,1
050020,博时抗通胀增强回报,QDII-商品,NVDA,英伟达,英伟达,电芯片/核心半导体,7.09%,,0.52,1
050020,博时抗通胀增强回报,QDII-商品,TSM,台积电,台积电ADR,电芯片/核心半导体,4.40%,,0.17,1
050020,博时抗通胀增强回报,QDII-商品,ASML,阿斯麦,阿斯麦,电芯片/核心半导体,0.63%,,0.01,1
080006,长盛环球行业混合(QDII),QDII-混合偏股,COHR,Coherent Corp,Coherent,光芯片/光通信,2.00%,,0.04,1
080006,长盛环球行业混合(QDII),QDII-混合偏股,NVDA,英伟达,英伟达,电芯片/核心半导体,4.92%,,0.12,1
080006,长盛环球行业混合(QDII),QDII-混合偏股,TSM,台积电,台积电ADR,电芯片/核心半导体,3.89%,,0.05,1
080006,长盛环球行业混合(QDII),QDII-混合偏股,AVGO,博通,博通,电芯片/核心半导体,2.97%,,0.04,1
080006,长盛环球行业混合(QDII),QDII-混合偏股,MRVL,迈威尔科技,迈威尔科技,电芯片/核心半导体,2.38%,,0.1,1
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,000660,SK海力士,SK海力士,存储,4.11%,,2.35,1
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,005930,三星电子,三星电子,存储,3.33%,,9.2,1
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,10.06%,,9.0,1
