基金代码,基金名称,基金类型,AXTI占比,存储占比,光芯片/光通信占比,电芯片/核心半导体占比,合计占比,匹配持仓数,核心持仓摘要
007527,融通量化多策略混合A,混合型-灵活,0.00%,2.37%,11.20%,0.00%,13.57%,5,中际旭创(光芯片/光通信) 4.10%; 源杰科技(光芯片/光通信) 3.05%; 佰维存储(存储) 2.37%; 新易盛(光芯片/光通信) 2.27%; 剑桥科技(光芯片/光通信) 1.78%
007528,融通量化多策略混合C,混合型-灵活,0.00%,2.37%,11.20%,0.00%,13.57%,5,中际旭创(光芯片/光通信) 4.10%; 源杰科技(光芯片/光通信) 3.05%; 佰维存储(存储) 2.37%; 新易盛(光芯片/光通信) 2.27%; 剑桥科技(光芯片/光通信) 1.78%
017158,华富匠心领航18个月持有期混合C,混合型-偏股,0.00%,0.00%,13.54%,0.00%,13.54%,2,中际旭创(光芯片/光通信) 6.96%; 新易盛(光芯片/光通信) 6.58%
017157,华富匠心领航18个月持有期混合A,混合型-偏股,0.00%,0.00%,13.54%,0.00%,13.54%,2,中际旭创(光芯片/光通信) 6.96%; 新易盛(光芯片/光通信) 6.58%
023775,兴银MSCI中国A50互联互通指数发起A,指数型-股票,0.00%,0.00%,7.46%,6.08%,13.54%,4,中际旭创(光芯片/光通信) 4.37%; 海光信息(电芯片/核心半导体) 3.29%; 新易盛(光芯片/光通信) 3.09%; 寒武纪(电芯片/核心半导体) 2.79%
023776,兴银MSCI中国A50互联互通指数发起C,指数型-股票,0.00%,0.00%,7.46%,6.08%,13.54%,4,中际旭创(光芯片/光通信) 4.37%; 海光信息(电芯片/核心半导体) 3.29%; 新易盛(光芯片/光通信) 3.09%; 寒武纪(电芯片/核心半导体) 2.79%
001319,农银信息传媒股票A,股票型,0.00%,0.00%,0.00%,13.53%,13.53%,3,北方华创(电芯片/核心半导体) 5.14%; 中芯国际(电芯片/核心半导体) 5.08%; 复旦微电(电芯片/核心半导体) 3.31%
018589,农银信息传媒股票C,股票型,0.00%,0.00%,0.00%,13.53%,13.53%,3,北方华创(电芯片/核心半导体) 5.14%; 中芯国际(电芯片/核心半导体) 5.08%; 复旦微电(电芯片/核心半导体) 3.31%
014624,中银MSCI中国A50互联互通指数增强C,指数型-股票,0.00%,0.00%,7.29%,6.22%,13.51%,4,中际旭创(光芯片/光通信) 4.31%; 海光信息(电芯片/核心半导体) 3.33%; 新易盛(光芯片/光通信) 2.98%; 寒武纪(电芯片/核心半导体) 2.89%
014623,中银MSCI中国A50互联互通指数增强A,指数型-股票,0.00%,0.00%,7.29%,6.22%,13.51%,4,中际旭创(光芯片/光通信) 4.31%; 海光信息(电芯片/核心半导体) 3.33%; 新易盛(光芯片/光通信) 2.98%; 寒武纪(电芯片/核心半导体) 2.89%
022137,中银MSCI中国A50互联互通指数增强E,指数型-股票,0.00%,0.00%,7.29%,6.22%,13.51%,4,中际旭创(光芯片/光通信) 4.31%; 海光信息(电芯片/核心半导体) 3.33%; 新易盛(光芯片/光通信) 2.98%; 寒武纪(电芯片/核心半导体) 2.89%
513160,港股科技ETF银华,指数型-股票,0.00%,0.00%,0.00%,13.51%,13.51%,2,中芯国际(电芯片/核心半导体) 10.47%; 华虹半导体(电芯片/核心半导体) 3.04%
013242,华银优势行业股票,股票型,0.00%,2.87%,10.62%,0.00%,13.49%,5,源杰科技(光芯片/光通信) 3.03%; 佰维存储(存储) 2.87%; 新易盛(光芯片/光通信) 2.60%; 中际旭创(光芯片/光通信) 2.57%; 天孚通信(光芯片/光通信) 2.42%
001174,中欧瑾和灵活配置混合C,混合型-灵活,0.00%,0.00%,0.00%,13.47%,13.47%,3,中微公司(电芯片/核心半导体) 5.06%; 中芯国际(电芯片/核心半导体) 4.31%; 北方华创(电芯片/核心半导体) 4.10%
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,0.00%,0.00%,7.27%,6.20%,13.47%,3,中际旭创(光芯片/光通信) 7.27%; 中芯国际(电芯片/核心半导体) 3.23%; 海光信息(电芯片/核心半导体) 2.97%
017288,中欧瑾和灵活配置混合E,混合型-灵活,0.00%,0.00%,0.00%,13.47%,13.47%,3,中微公司(电芯片/核心半导体) 5.06%; 中芯国际(电芯片/核心半导体) 4.31%; 北方华创(电芯片/核心半导体) 4.10%
022834,鹏华中证沪港深科技龙头指数(LOF)I,指数型-股票,0.00%,0.00%,7.27%,6.20%,13.47%,3,中际旭创(光芯片/光通信) 7.27%; 中芯国际(电芯片/核心半导体) 3.23%; 海光信息(电芯片/核心半导体) 2.97%
160646,鹏华中证沪港深科技龙头指数(LOF)A,指数型-股票,0.00%,0.00%,7.27%,6.20%,13.47%,3,中际旭创(光芯片/光通信) 7.27%; 中芯国际(电芯片/核心半导体) 3.23%; 海光信息(电芯片/核心半导体) 2.97%
015037,天弘MSCI中国A50互联互通指数A,指数型-股票,0.00%,0.00%,7.34%,6.07%,13.41%,4,中际旭创(光芯片/光通信) 4.30%; 海光信息(电芯片/核心半导体) 3.33%; 新易盛(光芯片/光通信) 3.04%; 寒武纪(电芯片/核心半导体) 2.74%
015038,天弘MSCI中国A50互联互通指数C,指数型-股票,0.00%,0.00%,7.34%,6.07%,13.41%,4,中际旭创(光芯片/光通信) 4.30%; 海光信息(电芯片/核心半导体) 3.33%; 新易盛(光芯片/光通信) 3.04%; 寒武纪(电芯片/核心半导体) 2.74%
018010,长盛电子信息产业混合C,混合型-偏股,0.00%,0.00%,0.00%,13.36%,13.36%,4,圣邦股份(电芯片/核心半导体) 4.44%; 思特威(电芯片/核心半导体) 3.10%; 中微公司(电芯片/核心半导体) 2.91%; 北方华创(电芯片/核心半导体) 2.91%
080012,长盛电子信息产业混合A,混合型-偏股,0.00%,0.00%,0.00%,13.36%,13.36%,4,圣邦股份(电芯片/核心半导体) 4.44%; 思特威(电芯片/核心半导体) 3.10%; 中微公司(电芯片/核心半导体) 2.91%; 北方华创(电芯片/核心半导体) 2.91%
010666,博时高端装备混合C,混合型-偏股,0.00%,0.00%,13.32%,0.00%,13.32%,3,中际旭创(光芯片/光通信) 7.25%; 新易盛(光芯片/光通信) 3.12%; 天孚通信(光芯片/光通信) 2.95%
010665,博时高端装备混合A,混合型-偏股,0.00%,0.00%,13.32%,0.00%,13.32%,3,中际旭创(光芯片/光通信) 7.25%; 新易盛(光芯片/光通信) 3.12%; 天孚通信(光芯片/光通信) 2.95%
004435,博时逆向投资混合C,混合型-偏股,0.00%,0.00%,13.29%,0.00%,13.29%,3,中际旭创(光芯片/光通信) 7.02%; 新易盛(光芯片/光通信) 3.21%; 天孚通信(光芯片/光通信) 3.06%
004434,博时逆向投资混合A,混合型-偏股,0.00%,0.00%,13.29%,0.00%,13.29%,3,中际旭创(光芯片/光通信) 7.02%; 新易盛(光芯片/光通信) 3.21%; 天孚通信(光芯片/光通信) 3.06%
014172,富国中证工业4.0指数(LOF)C,指数型-股票,0.00%,4.40%,0.00%,8.87%,13.27%,3,北方华创(电芯片/核心半导体) 5.04%; 兆易创新(存储) 4.40%; 豪威集团(电芯片/核心半导体) 3.83%
161031,富国中证工业4.0指数(LOF)A,指数型-股票,0.00%,4.40%,0.00%,8.87%,13.27%,3,北方华创(电芯片/核心半导体) 5.04%; 兆易创新(存储) 4.40%; 豪威集团(电芯片/核心半导体) 3.83%
159888,智能汽车ETF华夏,指数型-股票,0.00%,3.83%,0.00%,9.41%,13.24%,3,芯原股份(电芯片/核心半导体) 4.80%; 豪威集团(电芯片/核心半导体) 4.61%; 北京君正(存储) 3.83%
021284,浦银安盛科创板100指数增强A,指数型-股票,0.00%,3.39%,9.84%,0.00%,13.23%,4,源杰科技(光芯片/光通信) 5.80%; 东芯股份(存储) 3.39%; 仕佳光子(光芯片/光通信) 2.72%; 中际旭创(光芯片/光通信) 1.32%
021285,浦银安盛科创板100指数增强C,指数型-股票,0.00%,3.39%,9.84%,0.00%,13.23%,4,源杰科技(光芯片/光通信) 5.80%; 东芯股份(存储) 3.39%; 仕佳光子(光芯片/光通信) 2.72%; 中际旭创(光芯片/光通信) 1.32%
163402,兴全趋势投资混合(LOF),混合型-灵活,0.00%,2.83%,0.00%,10.40%,13.23%,3,海光信息(电芯片/核心半导体) 7.44%; 北方华创(电芯片/核心半导体) 2.96%; 长电科技(存储) 2.83%
562570,信创ETF华夏,指数型-股票,0.00%,8.20%,0.00%,5.03%,13.23%,2,佰维存储(存储) 8.20%; 海光信息(电芯片/核心半导体) 5.03%
023894,大成上证科创板综合指数增强C,指数型-股票,0.00%,1.49%,0.00%,11.72%,13.21%,5,海光信息(电芯片/核心半导体) 4.39%; 寒武纪(电芯片/核心半导体) 4.39%; 中芯国际(电芯片/核心半导体) 1.49%; 澜起科技(存储) 1.49%; 中微公司(电芯片/核心半导体) 1.45%
023893,大成上证科创板综合指数增强A,指数型-股票,0.00%,1.49%,0.00%,11.72%,13.21%,5,海光信息(电芯片/核心半导体) 4.39%; 寒武纪(电芯片/核心半导体) 4.39%; 中芯国际(电芯片/核心半导体) 1.49%; 澜起科技(存储) 1.49%; 中微公司(电芯片/核心半导体) 1.45%
515250,智能汽车ETF富国,指数型-股票,0.00%,3.79%,0.00%,9.42%,13.21%,3,芯原股份(电芯片/核心半导体) 4.83%; 豪威集团(电芯片/核心半导体) 4.59%; 北京君正(存储) 3.79%
007132,长城港股通价值精选混合A,混合型-偏股,0.00%,0.00%,0.00%,13.20%,13.20%,2,中芯国际(电芯片/核心半导体) 8.64%; 华虹半导体(电芯片/核心半导体) 4.56%
011975,广发均衡回报混合A,混合型-平衡,0.00%,0.00%,13.20%,0.00%,13.20%,3,中际旭创(光芯片/光通信) 6.16%; 新易盛(光芯片/光通信) 5.92%; 长飞光纤光缆(光芯片/光通信) 1.12%
011976,广发均衡回报混合C,混合型-平衡,0.00%,0.00%,13.20%,0.00%,13.20%,3,中际旭创(光芯片/光通信) 6.16%; 新易盛(光芯片/光通信) 5.92%; 长飞光纤光缆(光芯片/光通信) 1.12%
017627,长城港股通价值精选混合C,混合型-偏股,0.00%,0.00%,0.00%,13.20%,13.20%,2,中芯国际(电芯片/核心半导体) 8.64%; 华虹半导体(电芯片/核心半导体) 4.56%
562030,信创ETF华宝,指数型-股票,0.00%,8.14%,0.00%,5.04%,13.18%,2,佰维存储(存储) 8.14%; 海光信息(电芯片/核心半导体) 5.04%
024346,浙商汇金上证科创板综合指数C,指数型-股票,0.00%,1.17%,0.00%,12.00%,13.17%,5,海光信息(电芯片/核心半导体) 4.46%; 寒武纪(电芯片/核心半导体) 4.15%; 中微公司(电芯片/核心半导体) 1.87%; 中芯国际(电芯片/核心半导体) 1.52%; 澜起科技(存储) 1.17%
024345,浙商汇金上证科创板综合指数A,指数型-股票,0.00%,1.17%,0.00%,12.00%,13.17%,5,海光信息(电芯片/核心半导体) 4.46%; 寒武纪(电芯片/核心半导体) 4.15%; 中微公司(电芯片/核心半导体) 1.87%; 中芯国际(电芯片/核心半导体) 1.52%; 澜起科技(存储) 1.17%
007850,方正富邦天睿混合A,混合型-灵活,0.00%,13.16%,0.00%,0.00%,13.16%,2,兆易创新(存储) 7.51%; 澜起科技(存储) 5.65%
007851,方正富邦天睿混合C,混合型-灵活,0.00%,13.16%,0.00%,0.00%,13.16%,2,兆易创新(存储) 7.51%; 澜起科技(存储) 5.65%
560850,信创ETF汇添富,指数型-股票,0.00%,8.16%,0.00%,5.00%,13.16%,2,佰维存储(存储) 8.16%; 海光信息(电芯片/核心半导体) 5.00%
159889,智能汽车ETF国泰,指数型-股票,0.00%,3.82%,0.00%,9.33%,13.15%,3,芯原股份(电芯片/核心半导体) 4.73%; 豪威集团(电芯片/核心半导体) 4.60%; 北京君正(存储) 3.82%
516520,智能驾驶ETF华泰柏瑞,指数型-股票,0.00%,3.81%,0.00%,9.34%,13.15%,3,芯原股份(电芯片/核心半导体) 4.76%; 豪威集团(电芯片/核心半导体) 4.58%; 北京君正(存储) 3.81%
005821,万家新机遇龙头企业混合A,混合型-灵活,0.00%,0.00%,13.13%,0.00%,13.13%,2,中际旭创(光芯片/光通信) 9.16%; 新易盛(光芯片/光通信) 3.97%
014260,万家新机遇龙头企业混合C,混合型-灵活,0.00%,0.00%,13.13%,0.00%,13.13%,2,中际旭创(光芯片/光通信) 9.16%; 新易盛(光芯片/光通信) 3.97%
159795,智能汽车ETF汇添富,指数型-股票,0.00%,3.80%,0.00%,9.32%,13.12%,3,芯原股份(电芯片/核心半导体) 4.75%; 豪威集团(电芯片/核心半导体) 4.57%; 北京君正(存储) 3.80%
001009,摩根安全战略股票A,股票型,0.00%,0.00%,13.07%,0.00%,13.07%,2,新易盛(光芯片/光通信) 6.72%; 中际旭创(光芯片/光通信) 6.35%
015172,摩根安全战略股票C,股票型,0.00%,0.00%,13.07%,0.00%,13.07%,2,新易盛(光芯片/光通信) 6.72%; 中际旭创(光芯片/光通信) 6.35%
001528,诺安先进制造股票A,股票型,0.00%,0.00%,0.00%,13.06%,13.06%,4,晶晨股份(电芯片/核心半导体) 3.30%; 华海清科(电芯片/核心半导体) 3.27%; 中芯国际(电芯片/核心半导体) 3.25%; 北方华创(电芯片/核心半导体) 3.24%
019607,诺安先进制造股票C,股票型,0.00%,0.00%,0.00%,13.06%,13.06%,4,晶晨股份(电芯片/核心半导体) 3.30%; 华海清科(电芯片/核心半导体) 3.27%; 中芯国际(电芯片/核心半导体) 3.25%; 北方华创(电芯片/核心半导体) 3.24%
001396,建信互联网+产业升级股票,股票型,0.00%,0.00%,6.50%,6.55%,13.05%,2,芯原股份(电芯片/核心半导体) 6.55%; 新易盛(光芯片/光通信) 6.50%
017866,泓德高端装备混合发起式A,混合型-偏股,0.00%,0.00%,7.17%,5.88%,13.05%,5,中际旭创(光芯片/光通信) 4.72%; 新易盛(光芯片/光通信) 2.45%; 寒武纪(电芯片/核心半导体) 2.33%; 海光信息(电芯片/核心半导体) 1.99%; 中芯国际(电芯片/核心半导体) 1.56%
017867,泓德高端装备混合发起式C,混合型-偏股,0.00%,0.00%,7.17%,5.88%,13.05%,5,中际旭创(光芯片/光通信) 4.72%; 新易盛(光芯片/光通信) 2.45%; 寒武纪(电芯片/核心半导体) 2.33%; 海光信息(电芯片/核心半导体) 1.99%; 中芯国际(电芯片/核心半导体) 1.56%
011874,博时先进制造混合A,混合型-偏股,0.00%,0.00%,13.03%,0.00%,13.03%,2,中际旭创(光芯片/光通信) 6.79%; 新易盛(光芯片/光通信) 6.24%
011875,博时先进制造混合C,混合型-偏股,0.00%,0.00%,13.03%,0.00%,13.03%,2,中际旭创(光芯片/光通信) 6.79%; 新易盛(光芯片/光通信) 6.24%
023908,安信上证科创综指增强发起A,指数型-股票,0.00%,1.90%,0.00%,11.13%,13.03%,6,海光信息(电芯片/核心半导体) 4.21%; 寒武纪(电芯片/核心半导体) 3.95%; 中芯国际(电芯片/核心半导体) 1.57%; 中微公司(电芯片/核心半导体) 1.40%; 澜起科技(存储) 1.04%; 佰维存储(存储) 0.86%
023909,安信上证科创综指增强发起C,指数型-股票,0.00%,1.90%,0.00%,11.13%,13.03%,6,海光信息(电芯片/核心半导体) 4.21%; 寒武纪(电芯片/核心半导体) 3.95%; 中芯国际(电芯片/核心半导体) 1.57%; 中微公司(电芯片/核心半导体) 1.40%; 澜起科技(存储) 1.04%; 佰维存储(存储) 0.86%
002103,招商康泰灵活配置混合,混合型-灵活,0.00%,2.68%,6.01%,4.33%,13.02%,5,寒武纪(电芯片/核心半导体) 4.33%; 兆易创新(存储) 2.68%; 中际旭创(光芯片/光通信) 2.47%; 新易盛(光芯片/光通信) 2.18%; 源杰科技(光芯片/光通信) 1.36%
012150,诺德价值发现一年持有混合,混合型-偏股,0.00%,0.00%,7.12%,5.89%,13.01%,2,新易盛(光芯片/光通信) 7.12%; 中芯国际(电芯片/核心半导体) 5.89%
159295,创业综指ETF西部利得,指数型-股票,0.00%,0.00%,13.00%,0.00%,13.00%,5,中际旭创(光芯片/光通信) 4.67%; 新易盛(光芯片/光通信) 4.10%; 天孚通信(光芯片/光通信) 2.05%; 长芯博创(光芯片/光通信) 1.13%; 光库科技(光芯片/光通信) 1.05%
010771,天弘国证消费100指数增强发起A,指数型-股票,0.00%,0.00%,10.39%,2.60%,12.99%,3,中际旭创(光芯片/光通信) 5.94%; 新易盛(光芯片/光通信) 4.45%; 海光信息(电芯片/核心半导体) 2.60%
010772,天弘国证消费100指数增强发起C,指数型-股票,0.00%,0.00%,10.39%,2.60%,12.99%,3,中际旭创(光芯片/光通信) 5.94%; 新易盛(光芯片/光通信) 4.45%; 海光信息(电芯片/核心半导体) 2.60%
022545,天弘国证消费100指数增强发起E,指数型-股票,0.00%,0.00%,10.39%,2.60%,12.99%,3,中际旭创(光芯片/光通信) 5.94%; 新易盛(光芯片/光通信) 4.45%; 海光信息(电芯片/核心半导体) 2.60%
024883,鹏华上证科创板综合指数增强A,指数型-股票,0.00%,0.00%,0.00%,12.99%,12.99%,4,海光信息(电芯片/核心半导体) 4.88%; 寒武纪(电芯片/核心半导体) 4.12%; 中微公司(电芯片/核心半导体) 2.10%; 中芯国际(电芯片/核心半导体) 1.89%
012222,瑞达行业轮动混合C,混合型-偏股,0.00%,6.58%,0.00%,6.39%,12.97%,4,兆易创新(存储) 3.79%; 北方华创(电芯片/核心半导体) 3.55%; 华海清科(电芯片/核心半导体) 2.84%; 长电科技(存储) 2.79%
012221,瑞达行业轮动混合A,混合型-偏股,0.00%,6.58%,0.00%,6.39%,12.97%,4,兆易创新(存储) 3.79%; 北方华创(电芯片/核心半导体) 3.55%; 华海清科(电芯片/核心半导体) 2.84%; 长电科技(存储) 2.79%
020443,易米远见价值一年定开混合C,混合型-偏股,0.00%,8.20%,0.00%,4.71%,12.91%,2,兆易创新(存储) 8.20%; 盛美上海(电芯片/核心半导体) 4.71%
020442,易米远见价值一年定开混合A,混合型-偏股,0.00%,8.20%,0.00%,4.71%,12.91%,2,兆易创新(存储) 8.20%; 盛美上海(电芯片/核心半导体) 4.71%
011822,易方达产业升级混合A,混合型-偏股,0.00%,0.00%,10.26%,2.62%,12.88%,3,新易盛(光芯片/光通信) 5.89%; 中际旭创(光芯片/光通信) 4.37%; 北方华创(电芯片/核心半导体) 2.62%
011823,易方达产业升级混合C,混合型-偏股,0.00%,0.00%,10.26%,2.62%,12.88%,3,新易盛(光芯片/光通信) 5.89%; 中际旭创(光芯片/光通信) 4.37%; 北方华创(电芯片/核心半导体) 2.62%
501200,民生加银科技创新混合(LOF),混合型-偏股,0.00%,0.00%,0.00%,12.88%,12.88%,2,芯原股份(电芯片/核心半导体) 6.53%; 海光信息(电芯片/核心半导体) 6.35%
159973,民企ETF弘毅远方,指数型-股票,0.00%,0.00%,12.84%,0.00%,12.84%,2,中际旭创(光芯片/光通信) 7.38%; 新易盛(光芯片/光通信) 5.46%
018430,摩根世代趋势混合发起式A,混合型-偏股,0.00%,0.00%,12.84%,0.00%,12.84%,3,长飞光纤光缆(光芯片/光通信) 5.70%; 中际旭创(光芯片/光通信) 4.02%; 新易盛(光芯片/光通信) 3.12%
018431,摩根世代趋势混合发起式C,混合型-偏股,0.00%,0.00%,12.84%,0.00%,12.84%,3,长飞光纤光缆(光芯片/光通信) 5.70%; 中际旭创(光芯片/光通信) 4.02%; 新易盛(光芯片/光通信) 3.12%
001702,东方创新科技混合,混合型-灵活,0.00%,2.94%,2.92%,6.96%,12.82%,4,中微公司(电芯片/核心半导体) 3.89%; 思特威(电芯片/核心半导体) 3.07%; 通富微电(存储) 2.94%; 光迅科技(光芯片/光通信) 2.92%
010213,中欧互联网先锋混合A,混合型-偏股,0.00%,7.65%,5.16%,0.00%,12.81%,3,长飞光纤光缆(光芯片/光通信) 5.16%; 兆易创新(存储) 4.52%; 澜起科技(存储) 3.13%
010214,中欧互联网先锋混合C,混合型-偏股,0.00%,7.65%,5.16%,0.00%,12.81%,3,长飞光纤光缆(光芯片/光通信) 5.16%; 兆易创新(存储) 4.52%; 澜起科技(存储) 3.13%
014341,摩根时代睿选股票A,股票型,0.00%,0.00%,12.80%,0.00%,12.80%,2,新易盛(光芯片/光通信) 6.68%; 中际旭创(光芯片/光通信) 6.12%
014342,摩根时代睿选股票C,股票型,0.00%,0.00%,12.80%,0.00%,12.80%,2,新易盛(光芯片/光通信) 6.68%; 中际旭创(光芯片/光通信) 6.12%
013006,摩根景气甄选混合A,混合型-偏股,0.00%,0.00%,12.78%,0.00%,12.78%,2,新易盛(光芯片/光通信) 6.67%; 中际旭创(光芯片/光通信) 6.11%
013007,摩根景气甄选混合C,混合型-偏股,0.00%,0.00%,12.78%,0.00%,12.78%,2,新易盛(光芯片/光通信) 6.67%; 中际旭创(光芯片/光通信) 6.11%
501188,汇添富核心精选混合(LOF),混合型-灵活,0.00%,0.00%,0.00%,12.77%,12.77%,2,华虹半导体(电芯片/核心半导体) 6.61%; 中芯国际(电芯片/核心半导体) 6.16%
515860,科技ETF嘉实,指数型-股票,0.00%,0.00%,7.15%,5.62%,12.77%,4,中际旭创(光芯片/光通信) 4.41%; 北方华创(电芯片/核心半导体) 2.87%; 豪威集团(电芯片/核心半导体) 2.75%; 新易盛(光芯片/光通信) 2.74%
011093,永赢宏泽一年定开混合,混合型-灵活,0.00%,0.00%,12.74%,0.00%,12.74%,2,新易盛(光芯片/光通信) 6.80%; 中际旭创(光芯片/光通信) 5.94%
015034,泰信优势领航混合A,混合型-偏股,0.00%,0.00%,0.00%,12.74%,12.74%,2,芯原股份(电芯片/核心半导体) 7.62%; 海光信息(电芯片/核心半导体) 5.12%
023602,泰信优势领航混合C,混合型-偏股,0.00%,0.00%,0.00%,12.74%,12.74%,2,芯原股份(电芯片/核心半导体) 7.62%; 海光信息(电芯片/核心半导体) 5.12%
023603,泰信优势领航混合D,混合型-偏股,0.00%,0.00%,0.00%,12.74%,12.74%,2,芯原股份(电芯片/核心半导体) 7.62%; 海光信息(电芯片/核心半导体) 5.12%
012212,天弘中证高端装备制造指数增强A,指数型-股票,0.00%,1.57%,9.16%,1.99%,12.72%,4,中际旭创(光芯片/光通信) 5.32%; 新易盛(光芯片/光通信) 3.84%; 中芯国际(电芯片/核心半导体) 1.99%; 澜起科技(存储) 1.57%
012213,天弘中证高端装备制造指数增强C,指数型-股票,0.00%,1.57%,9.16%,1.99%,12.72%,4,中际旭创(光芯片/光通信) 5.32%; 新易盛(光芯片/光通信) 3.84%; 中芯国际(电芯片/核心半导体) 1.99%; 澜起科技(存储) 1.57%
022559,天弘中证高端装备制造指数增强E,指数型-股票,0.00%,1.57%,9.16%,1.99%,12.72%,4,中际旭创(光芯片/光通信) 5.32%; 新易盛(光芯片/光通信) 3.84%; 中芯国际(电芯片/核心半导体) 1.99%; 澜起科技(存储) 1.57%
003745,广发多元新兴股票,股票型,0.00%,3.74%,0.00%,8.96%,12.70%,3,芯原股份(电芯片/核心半导体) 5.60%; 兆易创新(存储) 3.74%; 寒武纪(电芯片/核心半导体) 3.36%
018282,山证资管创新成长混合发起式C,混合型-偏股,0.00%,0.00%,3.24%,9.44%,12.68%,3,北方华创(电芯片/核心半导体) 4.78%; 中微公司(电芯片/核心半导体) 4.66%; 新易盛(光芯片/光通信) 3.24%
018281,山证资管创新成长混合发起式A,混合型-偏股,0.00%,0.00%,3.24%,9.44%,12.68%,3,北方华创(电芯片/核心半导体) 4.78%; 中微公司(电芯片/核心半导体) 4.66%; 新易盛(光芯片/光通信) 3.24%
000993,华宝稳健回报混合,混合型-灵活,0.00%,0.00%,12.67%,0.00%,12.67%,3,新易盛(光芯片/光通信) 4.90%; 中际旭创(光芯片/光通信) 4.73%; 源杰科技(光芯片/光通信) 3.04%
019427,中银数字经济混合C,混合型-偏股,0.00%,3.36%,0.00%,9.30%,12.66%,3,芯原股份(电芯片/核心半导体) 5.31%; 华虹半导体(电芯片/核心半导体) 3.99%; 通富微电(存储) 3.36%
019426,中银数字经济混合A,混合型-偏股,0.00%,3.36%,0.00%,9.30%,12.66%,3,芯原股份(电芯片/核心半导体) 5.31%; 华虹半导体(电芯片/核心半导体) 3.99%; 通富微电(存储) 3.36%
025083,摩根慧启成长混合C,混合型-偏股,0.00%,0.00%,12.66%,0.00%,12.66%,2,新易盛(光芯片/光通信) 8.84%; 中际旭创(光芯片/光通信) 3.82%
025082,摩根慧启成长混合A,混合型-偏股,0.00%,0.00%,12.66%,0.00%,12.66%,2,新易盛(光芯片/光通信) 8.84%; 中际旭创(光芯片/光通信) 3.82%
011599,国联安匠心科技1个月滚动持有混合,混合型-偏股,0.00%,0.00%,0.00%,12.64%,12.64%,2,华虹半导体(电芯片/核心半导体) 6.39%; 北方华创(电芯片/核心半导体) 6.25%
005840,富国产业驱动混合A,混合型-偏股,0.00%,0.00%,12.61%,0.00%,12.61%,2,新易盛(光芯片/光通信) 6.81%; 中际旭创(光芯片/光通信) 5.80%
018174,富国产业驱动混合C,混合型-偏股,0.00%,0.00%,12.61%,0.00%,12.61%,2,新易盛(光芯片/光通信) 6.81%; 中际旭创(光芯片/光通信) 5.80%
021252,华安中证信息技术应用创新产业指数发起式A,指数型-股票,0.00%,7.82%,0.00%,4.79%,12.61%,2,佰维存储(存储) 7.82%; 海光信息(电芯片/核心半导体) 4.79%
021253,华安中证信息技术应用创新产业指数发起式C,指数型-股票,0.00%,7.82%,0.00%,4.79%,12.61%,2,佰维存储(存储) 7.82%; 海光信息(电芯片/核心半导体) 4.79%
014333,工银优势领航混合A,混合型-偏股,0.00%,0.00%,0.00%,12.59%,12.59%,2,海光信息(电芯片/核心半导体) 7.63%; 中微公司(电芯片/核心半导体) 4.96%
014334,工银优势领航混合C,混合型-偏股,0.00%,0.00%,0.00%,12.59%,12.59%,2,海光信息(电芯片/核心半导体) 7.63%; 中微公司(电芯片/核心半导体) 4.96%
021314,博时中证信息技术应用创新产业指数发起式A,指数型-股票,0.00%,7.77%,0.00%,4.82%,12.59%,2,佰维存储(存储) 7.77%; 海光信息(电芯片/核心半导体) 4.82%
021315,博时中证信息技术应用创新产业指数发起式C,指数型-股票,0.00%,7.77%,0.00%,4.82%,12.59%,2,佰维存储(存储) 7.77%; 海光信息(电芯片/核心半导体) 4.82%
016237,华夏数字经济龙头混合发起式A,混合型-偏股,0.00%,10.10%,0.00%,2.48%,12.58%,4,北京君正(存储) 3.70%; 澜起科技(存储) 3.67%; 普冉股份(存储) 2.73%; 翱捷科技(电芯片/核心半导体) 2.48%
016238,华夏数字经济龙头混合发起式C,混合型-偏股,0.00%,10.10%,0.00%,2.48%,12.58%,4,北京君正(存储) 3.70%; 澜起科技(存储) 3.67%; 普冉股份(存储) 2.73%; 翱捷科技(电芯片/核心半导体) 2.48%
002148,国寿安保稳惠混合,混合型-灵活,0.00%,0.00%,12.56%,0.00%,12.56%,2,中际旭创(光芯片/光通信) 6.60%; 新易盛(光芯片/光通信) 5.96%
015205,银华全球新能源车量化优选股票(QDII)C,QDII-普通股票,0.00%,0.00%,0.00%,12.56%,12.56%,3,英伟达(电芯片/核心半导体) 5.65%; 超威半导体(电芯片/核心半导体) 3.96%; 台积电(电芯片/核心半导体) 2.95%
519694,交银蓝筹混合,混合型-偏股,0.00%,0.00%,0.00%,12.54%,12.54%,2,复旦微电(电芯片/核心半导体) 7.45%; 北方华创(电芯片/核心半导体) 5.09%
010956,天弘中证智能汽车指数发起式C,指数型-股票,0.00%,3.63%,0.00%,8.90%,12.53%,3,芯原股份(电芯片/核心半导体) 4.53%; 豪威集团(电芯片/核心半导体) 4.37%; 北京君正(存储) 3.63%
010955,天弘中证智能汽车指数发起式A,指数型-股票,0.00%,3.63%,0.00%,8.90%,12.53%,3,芯原股份(电芯片/核心半导体) 4.53%; 豪威集团(电芯片/核心半导体) 4.37%; 北京君正(存储) 3.63%
