基金代码,基金名称,基金类型,证券代码,证券名称,口径,分类,占净值比例,原始重复行数,原始最大行序号
159711,港股通50ETF华夏,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.18%,1,2
159711,港股通50ETF华夏,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.93%,1,3
159711,港股通50ETF华夏,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,3.75%,1,7
159712,港股通50ETF国泰,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.26%,1,2
159712,港股通50ETF国泰,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.04%,1,3
159712,港股通50ETF国泰,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,3.79%,1,7
159723,科技龙头ETF汇添富,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.66%,1,1
159723,科技龙头ETF汇添富,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.40%,1,2
159723,科技龙头ETF汇添富,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,6.03%,1,4
159723,科技龙头ETF汇添富,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.33%,1,9
159729,互联网ETF汇添富,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.03%,1,1
159729,互联网ETF汇添富,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.82%,1,2
159729,互联网ETF汇添富,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,7.69%,1,3
159738,云计算ETF华泰柏瑞,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.21%,1,3
159738,云计算ETF华泰柏瑞,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.96%,1,4
159740,恒生科技ETF大成,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,7.98%,1,3
159740,恒生科技ETF大成,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.53%,1,4
159740,恒生科技ETF大成,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.01%,1,6
159740,恒生科技ETF大成,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.16%,1,7
159740,恒生科技ETF大成,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,3.78%,1,10
159741,恒生科技ETF嘉实,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.36%,1,3
159741,恒生科技ETF嘉实,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.88%,1,4
159741,恒生科技ETF嘉实,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.34%,1,6
159741,恒生科技ETF嘉实,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.45%,1,7
159741,恒生科技ETF嘉实,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,3.96%,1,10
159742,恒生科技ETF博时,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.16%,1,3
159742,恒生科技ETF博时,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.69%,1,4
159742,恒生科技ETF博时,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.16%,1,6
159742,恒生科技ETF博时,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.29%,1,7
159742,恒生科技ETF博时,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,3.87%,1,10
159747,香港科技ETF南方,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.82%,1,1
159747,香港科技ETF南方,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.55%,1,3
159747,香港科技ETF南方,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.23%,1,4
159747,香港科技ETF南方,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,5.10%,1,8
159747,香港科技ETF南方,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.15%,1,9
159750,港股科技50ETF招商,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.29%,1,1
159750,港股科技50ETF招商,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,9.01%,1,3
159750,港股科技50ETF招商,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.66%,1,4
159750,港股科技50ETF招商,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,5.37%,1,8
159750,港股科技50ETF招商,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.37%,1,9
159751,港股通科技ETF鹏华,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.08%,1,3
159751,港股通科技ETF鹏华,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.80%,1,4
159751,港股通科技ETF鹏华,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.47%,1,5
159751,港股通科技ETF鹏华,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.01%,1,6
159788,港股通100ETF易方达,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.52%,1,1
159788,港股通100ETF易方达,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.26%,1,2
159788,港股通100ETF易方达,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.29%,1,5
159792,港股通互联网ETF富国,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.23%,1,1
159792,港股通互联网ETF富国,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.77%,1,2
159792,港股通互联网ETF富国,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.86%,1,3
159792,港股通互联网ETF富国,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,4.18%,1,6
159793,线上消费ETF平安,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.05%,1,2
159793,线上消费ETF平安,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.72%,1,3
159850,恒生国企ETF华夏,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.00%,1,1
159850,恒生国企ETF华夏,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.71%,1,3
159850,恒生国企ETF华夏,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.94%,1,4
159856,互联网龙头ETF工银,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.23%,1,1
159856,互联网龙头ETF工银,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.95%,1,2
159856,互联网龙头ETF工银,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,7.80%,1,3
159892,恒生医药ETF华夏,指数型-海外股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.09%,1,10
159920,恒生ETF华夏,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.20%,1,1
159920,恒生ETF华夏,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.70%,1,3
159920,恒生ETF华夏,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,3.39%,1,6
159941,纳指ETF广发,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,7.88%,1,1
159941,纳指ETF广发,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.17%,1,3
159941,纳指ETF广发,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.14%,1,4
159941,纳指ETF广发,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.10%,1,6
159941,纳指ETF广发,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.08%,1,7
159941,纳指ETF广发,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.87%,1,9
159941,纳指ETF广发,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.70%,1,10
159954,恒生中国企业ETF南方,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,11.27%,1,1
159954,恒生中国企业ETF南方,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.25%,1,2
159954,恒生中国企业ETF南方,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.51%,1,4
159960,恒生中国企业ETF平安,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.90%,1,2
159960,恒生中国企业ETF平安,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.37%,1,8
159976,湾创ETF工银,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.38%,1,2
160125,南方香港优选股票,QDII-普通股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.12%,1,3
160125,南方香港优选股票,QDII-普通股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.28%,1,9
160127,南方新兴消费增长股票(LOF)A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.58%,1,9
160144,南方新兴消费增长股票(LOF)C,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.58%,1,9
160213,国泰纳斯达克100指数,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,7.04%,1,1
160213,国泰纳斯达克100指数,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,4.58%,1,3
160213,国泰纳斯达克100指数,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,3.73%,1,4
160213,国泰纳斯达克100指数,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,2.82%,1,6
160213,国泰纳斯达克100指数,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.80%,1,8
160213,国泰纳斯达克100指数,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.61%,1,9
160213,国泰纳斯达克100指数,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.44%,1,10
160322,华夏港股通精选股票发起式(LOF)A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.60%,1,3
160322,华夏港股通精选股票发起式(LOF)A,股票型,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.39%,1,5
160322,华夏港股通精选股票发起式(LOF)A,股票型,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.14%,1,8
160526,博时优势企业灵活配置混合A,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.06%,1,10
160644,鹏华港美互联股票人民币,QDII-普通股票,TSM,台积电,狭义海外AI,先进制程代工,9.09%,1,1
160644,鹏华港美互联股票人民币,QDII-普通股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,9.05%,1,2
160644,鹏华港美互联股票人民币,QDII-普通股票,SNDK,闪迪,扩展海外AI,AI存储,8.57%,1,3
160644,鹏华港美互联股票人民币,QDII-普通股票,MU,美光科技,狭义海外AI,AI存储/HBM,7.49%,1,4
160644,鹏华港美互联股票人民币,QDII-普通股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.58%,1,5
160644,鹏华港美互联股票人民币,QDII-普通股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,5.69%,1,6
160644,鹏华港美互联股票人民币,QDII-普通股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.69%,1,7
160644,鹏华港美互联股票人民币,QDII-普通股票,AVGO,博通,狭义海外AI,AI网络/ASIC,3.49%,1,9
160644,鹏华港美互联股票人民币,QDII-普通股票,ASML,阿斯麦,狭义海外AI,半导体设备,2.85%,1,10
160646,鹏华中证沪港深科技龙头指数(LOF)A,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.40%,1,1
160646,鹏华中证沪港深科技龙头指数(LOF)A,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.19%,1,2
160646,鹏华中证沪港深科技龙头指数(LOF)A,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.87%,1,4
160646,鹏华中证沪港深科技龙头指数(LOF)A,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.23%,1,9
160717,嘉实H股指数(QDII-LOF),指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.26%,1,1
160717,嘉实H股指数(QDII-LOF),指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.74%,1,3
160717,嘉实H股指数(QDII-LOF),指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.10%,1,4
160924,大成恒生指数(QDII-LOF)A,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.84%,1,1
160924,大成恒生指数(QDII-LOF)A,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.37%,1,3
160924,大成恒生指数(QDII-LOF)A,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,3.23%,1,6
160925,大成中华沪深港300指数(LOF)A,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.34%,1,1
160925,大成中华沪深港300指数(LOF)A,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.60%,1,2
161125,易方达标普500指数人民币A,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,6.60%,1,1
161125,易方达标普500指数人民币A,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,4.28%,1,3
161125,易方达标普500指数人民币A,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,3.17%,1,4
161125,易方达标普500指数人民币A,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.61%,1,5
161125,易方达标普500指数人民币A,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.29%,1,6
161125,易方达标普500指数人民币A,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.09%,1,7
161125,易方达标普500指数人民币A,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,1.95%,1,8
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,20.16%,1,1
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,13.08%,1,3
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,6.98%,1,4
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,MU,美光科技,狭义海外AI,AI存储/HBM,1.81%,1,5
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,PLTR,Palantir Technologies Inc-A,狭义海外AI,AI软件,1.59%,1,6
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,AMD,超威半导体,狭义海外AI,核心算力-GPU,1.58%,1,7
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,AMAT,应用材料,狭义海外AI,半导体设备,1.29%,1,9
161128,易方达标普信息科技指数(QDII-LOF)A(人民币),指数型-海外股票,LRCX,拉姆研究,狭义海外AI,半导体设备,1.27%,1,10
161229,国投瑞银中国价值发现股票,QDII-普通股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.94%,1,1
161229,国投瑞银中国价值发现股票,QDII-普通股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.08%,1,6
161728,招商瑞智优选混合(LOF),混合型-灵活,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,2.86%,1,6
161730,招商智星稳健配置混合(FOF-LOF)A,FOF-稳健型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.31%,1,1
161818,银华消费主题混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.68%,1,7
161831,银华恒生国企指数(QDII-LOF)A,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.68%,1,1
161831,银华恒生国企指数(QDII-LOF)A,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.17%,1,2
161831,银华恒生国企指数(QDII-LOF)A,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.42%,1,3
161837,银华大盘两年定开混合,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.97%,1,6
161837,银华大盘两年定开混合,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.74%,1,8
161837,银华大盘两年定开混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.56%,1,9
162415,华宝标普美国消费人民币A,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,22.37%,1,1
163417,兴全合宜混合(LOF)A,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.30%,1,9
163813,中银全球策略(QDII-FOF)A,QDII-FOF,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,0.74%,1,2
163813,中银全球策略(QDII-FOF)A,QDII-FOF,NVDA,英伟达,狭义海外AI,核心算力-GPU,0.45%,1,5
163813,中银全球策略(QDII-FOF)A,QDII-FOF,ASML,阿斯麦,狭义海外AI,半导体设备,0.34%,1,7
163813,中银全球策略(QDII-FOF)A,QDII-FOF,AMAT,应用材料,狭义海外AI,半导体设备,0.22%,1,8
