基金代码,基金名称,基金类型,AXTI占比,海外存储占比,海外光芯片/光通信占比,海外电芯片/核心半导体占比,海外合计占比,匹配持仓数,核心持仓摘要
011805,嘉实优质核心两年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,3.97%,3.97%,1,华虹半导体(电芯片/核心半导体) 3.97%
011806,嘉实优质核心两年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,3.97%,3.97%,1,华虹半导体(电芯片/核心半导体) 3.97%
015729,朱雀碳中和三年持有混合发起,混合型-偏股,0.00%,0.00%,0.00%,3.95%,3.95%,1,中芯国际(电芯片/核心半导体) 3.95%
005875,易方达中盘成长混合,混合型-偏股,0.00%,0.00%,3.93%,0.00%,3.93%,1,长飞光纤光缆(光芯片/光通信) 3.93%
008531,惠升惠民混合A,混合型-偏股,0.00%,0.00%,0.00%,3.92%,3.92%,1,中芯国际(电芯片/核心半导体) 3.92%
008532,惠升惠民混合C,混合型-偏股,0.00%,0.00%,0.00%,3.92%,3.92%,1,中芯国际(电芯片/核心半导体) 3.92%
009808,易方达创新成长混合,混合型-偏股,0.00%,0.00%,3.90%,0.00%,3.90%,1,长飞光纤光缆(光芯片/光通信) 3.90%
005197,工银沪港深精选混合A,混合型-灵活,0.00%,0.00%,3.86%,0.00%,3.86%,1,长飞光纤光缆(光芯片/光通信) 3.86%
005198,工银沪港深精选混合C,混合型-灵活,0.00%,0.00%,3.86%,0.00%,3.86%,1,长飞光纤光缆(光芯片/光通信) 3.86%
007490,南方信息创新混合A,混合型-偏股,0.00%,0.00%,0.00%,3.85%,3.85%,1,华虹半导体(电芯片/核心半导体) 3.85%
007491,南方信息创新混合C,混合型-偏股,0.00%,0.00%,0.00%,3.85%,3.85%,1,华虹半导体(电芯片/核心半导体) 3.85%
008265,南方ESG股票C,股票型,0.00%,0.00%,3.84%,0.00%,3.84%,1,长飞光纤光缆(光芯片/光通信) 3.84%
008264,南方ESG股票A,股票型,0.00%,0.00%,3.84%,0.00%,3.84%,1,长飞光纤光缆(光芯片/光通信) 3.84%
009715,汇添富策略增长灵活配置混合,混合型-灵活,0.00%,0.00%,3.84%,0.00%,3.84%,1,长飞光纤光缆(光芯片/光通信) 3.84%
015035,银华核心动力精选混合A,混合型-偏股,0.00%,0.00%,0.00%,3.83%,3.83%,1,中芯国际(电芯片/核心半导体) 3.83%
015036,银华核心动力精选混合C,混合型-偏股,0.00%,0.00%,0.00%,3.83%,3.83%,1,中芯国际(电芯片/核心半导体) 3.83%
024501,招商科技智选混合发起式A,混合型-偏股,0.00%,0.00%,3.83%,0.00%,3.83%,1,长飞光纤光缆(光芯片/光通信) 3.83%
024502,招商科技智选混合发起式C,混合型-偏股,0.00%,0.00%,3.83%,0.00%,3.83%,1,长飞光纤光缆(光芯片/光通信) 3.83%
005742,南方成安优选混合,混合型-灵活,0.00%,0.00%,3.81%,0.00%,3.81%,1,长飞光纤光缆(光芯片/光通信) 3.81%
012314,南方行业领先混合,混合型-偏股,0.00%,0.00%,3.81%,0.00%,3.81%,1,长飞光纤光缆(光芯片/光通信) 3.81%
001811,中欧明睿新常态混合A,混合型-偏股,0.00%,0.00%,3.77%,0.00%,3.77%,1,长飞光纤光缆(光芯片/光通信) 3.77%
005765,中欧明睿新常态混合C,混合型-偏股,0.00%,0.00%,3.77%,0.00%,3.77%,1,长飞光纤光缆(光芯片/光通信) 3.77%
012098,华夏成长机会一年持有混合,混合型-偏股,0.00%,0.00%,3.77%,0.00%,3.77%,1,长飞光纤光缆(光芯片/光通信) 3.77%
006768,华安沪港深优选混合,混合型-偏股,0.00%,0.00%,0.00%,3.73%,3.73%,1,华虹半导体(电芯片/核心半导体) 3.73%
025222,创金合信弘科混合发起A,混合型-偏股,0.00%,0.00%,0.00%,3.73%,3.73%,1,华虹半导体(电芯片/核心半导体) 3.73%
025223,创金合信弘科混合发起C,混合型-偏股,0.00%,0.00%,0.00%,3.73%,3.73%,1,华虹半导体(电芯片/核心半导体) 3.73%
009411,中银科技创新一年定开混合,混合型-偏股,0.00%,0.00%,0.00%,3.70%,3.70%,1,中芯国际(电芯片/核心半导体) 3.70%
016248,银华创新动力优选混合A,混合型-偏股,0.00%,0.00%,0.00%,3.70%,3.70%,1,中芯国际(电芯片/核心半导体) 3.70%
016249,银华创新动力优选混合C,混合型-偏股,0.00%,0.00%,0.00%,3.70%,3.70%,1,中芯国际(电芯片/核心半导体) 3.70%
004092,博时沪港深价值优选C,混合型-灵活,0.00%,0.00%,0.00%,3.68%,3.68%,1,中芯国际(电芯片/核心半导体) 3.68%
004091,博时沪港深价值优选A,混合型-灵活,0.00%,0.00%,0.00%,3.68%,3.68%,1,中芯国际(电芯片/核心半导体) 3.68%
013688,平安成长龙头1年持有混合C,混合型-偏股,0.00%,0.00%,3.68%,0.00%,3.68%,1,长飞光纤光缆(光芯片/光通信) 3.68%
013687,平安成长龙头1年持有混合A,混合型-偏股,0.00%,0.00%,3.68%,0.00%,3.68%,1,长飞光纤光缆(光芯片/光通信) 3.68%
001581,华安沪港深通精选灵活配置混合A,混合型-灵活,0.00%,0.00%,3.66%,0.00%,3.66%,1,长飞光纤光缆(光芯片/光通信) 3.66%
016289,华安沪港深通精选灵活配置混合C,混合型-灵活,0.00%,0.00%,3.66%,0.00%,3.66%,1,长飞光纤光缆(光芯片/光通信) 3.66%
015103,东方红ESG可持续投资混合C,混合型-偏股,0.00%,0.00%,0.00%,3.60%,3.60%,1,中芯国际(电芯片/核心半导体) 3.60%
015102,东方红ESG可持续投资混合A,混合型-偏股,0.00%,0.00%,0.00%,3.60%,3.60%,1,中芯国际(电芯片/核心半导体) 3.60%
016558,安信洞见成长混合A,混合型-偏股,0.00%,0.00%,3.60%,0.00%,3.60%,1,长飞光纤光缆(光芯片/光通信) 3.60%
016559,安信洞见成长混合C,混合型-偏股,0.00%,0.00%,3.60%,0.00%,3.60%,1,长飞光纤光缆(光芯片/光通信) 3.60%
169107,东方红恒阳五年持有混合,混合型-偏股,0.00%,0.00%,0.00%,3.58%,3.58%,1,中芯国际(电芯片/核心半导体) 3.58%
006616,工银战略新兴产业混合C,混合型-偏股,0.00%,0.00%,3.57%,0.00%,3.57%,1,长飞光纤光缆(光芯片/光通信) 3.57%
006615,工银战略新兴产业混合A,混合型-偏股,0.00%,0.00%,3.57%,0.00%,3.57%,1,长飞光纤光缆(光芯片/光通信) 3.57%
010225,东方红启航三年持有混合B,混合型-偏股,0.00%,0.00%,0.00%,3.57%,3.57%,1,中芯国际(电芯片/核心半导体) 3.57%
012439,东方红睿和三年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,3.57%,3.57%,1,中芯国际(电芯片/核心半导体) 3.57%
018876,兴合先进制造混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,3.57%,3.57%,1,中芯国际(电芯片/核心半导体) 3.57%
018877,兴合先进制造混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,3.57%,3.57%,1,中芯国际(电芯片/核心半导体) 3.57%
169109,东方红睿和三年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,3.57%,3.57%,1,中芯国际(电芯片/核心半导体) 3.57%
910022,东方红启航三年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,3.57%,3.57%,1,中芯国际(电芯片/核心半导体) 3.57%
012158,汇添富上证50基本面增强指数C,指数型-股票,0.00%,0.00%,0.00%,3.55%,3.55%,1,中芯国际(电芯片/核心半导体) 3.55%
012157,汇添富上证50基本面增强指数A,指数型-股票,0.00%,0.00%,0.00%,3.55%,3.55%,1,中芯国际(电芯片/核心半导体) 3.55%
019546,汇添富上证50基本面增强指数D,指数型-股票,0.00%,0.00%,0.00%,3.55%,3.55%,1,中芯国际(电芯片/核心半导体) 3.55%
006348,银华盛利混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,3.54%,3.54%,1,中芯国际(电芯片/核心半导体) 3.54%
008985,东方红启东三年持有混合,混合型-灵活,0.00%,0.00%,0.00%,3.54%,3.54%,1,中芯国际(电芯片/核心半导体) 3.54%
011724,东方红启恒三年持有混合B,混合型-偏股,0.00%,0.00%,0.00%,3.54%,3.54%,1,中芯国际(电芯片/核心半导体) 3.54%
015684,银华盛利混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,3.54%,3.54%,1,中芯国际(电芯片/核心半导体) 3.54%
024469,大成至臻回报混合A,混合型-偏股,0.00%,0.00%,3.54%,0.00%,3.54%,1,长飞光纤光缆(光芯片/光通信) 3.54%
024470,大成至臻回报混合C,混合型-偏股,0.00%,0.00%,3.54%,0.00%,3.54%,1,长飞光纤光缆(光芯片/光通信) 3.54%
910004,东方红启恒三年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,3.54%,3.54%,1,中芯国际(电芯片/核心半导体) 3.54%
010335,华宝竞争优势混合A,混合型-偏股,0.00%,0.00%,0.00%,3.53%,3.53%,1,中芯国际(电芯片/核心半导体) 3.53%
015092,汇安远见成长混合A,混合型-偏股,0.00%,0.00%,0.00%,3.53%,3.53%,1,中芯国际(电芯片/核心半导体) 3.53%
015093,汇安远见成长混合C,混合型-偏股,0.00%,0.00%,0.00%,3.53%,3.53%,1,中芯国际(电芯片/核心半导体) 3.53%
019690,华商产业机遇混合A,混合型-偏股,0.00%,0.00%,3.53%,0.00%,3.53%,1,长飞光纤光缆(光芯片/光通信) 3.53%
019691,华商产业机遇混合C,混合型-偏股,0.00%,0.00%,3.53%,0.00%,3.53%,1,长飞光纤光缆(光芯片/光通信) 3.53%
019925,华宝竞争优势混合C,混合型-偏股,0.00%,0.00%,0.00%,3.53%,3.53%,1,中芯国际(电芯片/核心半导体) 3.53%
010937,交银均衡成长一年混合C,混合型-偏股,0.00%,0.00%,3.52%,0.00%,3.52%,1,长飞光纤光缆(光芯片/光通信) 3.52%
010936,交银均衡成长一年混合A,混合型-偏股,0.00%,0.00%,3.52%,0.00%,3.52%,1,长飞光纤光缆(光芯片/光通信) 3.52%
009563,工银全球股票(QDII)港币,QDII-普通股票,0.00%,0.00%,0.00%,3.48%,3.48%,1,英伟达(电芯片/核心半导体) 3.48%
009562,工银全球股票(QDII)美元,QDII-普通股票,0.00%,0.00%,0.00%,3.48%,3.48%,1,英伟达(电芯片/核心半导体) 3.48%
486001,工银全球股票(QDII)人民币,QDII-普通股票,0.00%,0.00%,0.00%,3.48%,3.48%,1,英伟达(电芯片/核心半导体) 3.48%
011042,国泰价值先锋股票A,股票型,0.00%,0.00%,0.00%,3.47%,3.47%,1,中芯国际(电芯片/核心半导体) 3.47%
011043,国泰价值先锋股票C,股票型,0.00%,0.00%,0.00%,3.47%,3.47%,1,中芯国际(电芯片/核心半导体) 3.47%
012918,平安优势领航1年持有混合C,混合型-偏股,0.00%,0.00%,3.47%,0.00%,3.47%,1,长飞光纤光缆(光芯片/光通信) 3.47%
012917,平安优势领航1年持有混合A,混合型-偏股,0.00%,0.00%,3.47%,0.00%,3.47%,1,长飞光纤光缆(光芯片/光通信) 3.47%
024474,兴全合熙混合A,混合型-偏股,0.00%,0.00%,3.46%,0.00%,3.46%,1,高伟电子(光芯片/光通信) 3.46%
024475,兴全合熙混合C,混合型-偏股,0.00%,0.00%,3.46%,0.00%,3.46%,1,高伟电子(光芯片/光通信) 3.46%
014287,泰康新锐成长混合A,混合型-偏股,0.00%,0.00%,0.00%,3.45%,3.45%,1,中芯国际(电芯片/核心半导体) 3.45%
017366,泰康新锐成长混合C,混合型-偏股,0.00%,0.00%,0.00%,3.45%,3.45%,1,中芯国际(电芯片/核心半导体) 3.45%
009914,富国成长动力混合A,混合型-偏股,0.00%,0.00%,3.42%,0.00%,3.42%,1,长飞光纤光缆(光芯片/光通信) 3.42%
015715,富国成长动力混合C,混合型-偏股,0.00%,0.00%,3.42%,0.00%,3.42%,1,长飞光纤光缆(光芯片/光通信) 3.42%
517350,沪港深科技ETF广发,指数型-股票,0.00%,0.00%,0.00%,3.41%,3.41%,1,中芯国际(电芯片/核心半导体) 3.41%
016199,汇添富全球汽车产业升级混合(QDII)人民币A,QDII-混合偏股,0.00%,0.00%,0.00%,3.40%,3.40%,1,高通(电芯片/核心半导体) 3.40%
016201,汇添富全球汽车产业升级混合(QDII)美元现钞,QDII-混合偏股,0.00%,0.00%,0.00%,3.40%,3.40%,1,高通(电芯片/核心半导体) 3.40%
016202,汇添富全球汽车产业升级混合(QDII)人民币C,QDII-混合偏股,0.00%,0.00%,0.00%,3.40%,3.40%,1,高通(电芯片/核心半导体) 3.40%
016200,汇添富全球汽车产业升级混合(QDII)美元现汇,QDII-混合偏股,0.00%,0.00%,0.00%,3.40%,3.40%,1,高通(电芯片/核心半导体) 3.40%
012477,富国匠心精选12个月持有混合A,混合型-偏股,0.00%,0.00%,3.39%,0.00%,3.39%,1,长飞光纤光缆(光芯片/光通信) 3.39%
012478,富国匠心精选12个月持有混合C,混合型-偏股,0.00%,0.00%,3.39%,0.00%,3.39%,1,长飞光纤光缆(光芯片/光通信) 3.39%
025525,平安恒生港股通科技主题ETF发起式联接A,指数型-股票,0.00%,0.00%,0.00%,3.37%,3.37%,1,中芯国际(电芯片/核心半导体) 3.37%
025526,平安恒生港股通科技主题ETF发起式联接C,指数型-股票,0.00%,0.00%,0.00%,3.37%,3.37%,1,中芯国际(电芯片/核心半导体) 3.37%
010453,广发瑞福精选混合C,混合型-偏股,0.00%,0.00%,0.00%,3.35%,3.35%,1,中芯国际(电芯片/核心半导体) 3.35%
159723,科技龙头ETF汇添富,指数型-股票,0.00%,0.00%,0.00%,3.33%,3.33%,1,中芯国际(电芯片/核心半导体) 3.33%
009865,招商景气优选股票C,股票型,0.00%,0.00%,3.31%,0.00%,3.31%,1,长飞光纤光缆(光芯片/光通信) 3.31%
009864,招商景气优选股票A,股票型,0.00%,0.00%,3.31%,0.00%,3.31%,1,长飞光纤光缆(光芯片/光通信) 3.31%
000989,嘉实全球互联网股票美元现汇,QDII-普通股票,0.00%,0.00%,0.00%,3.26%,3.26%,1,英伟达(电芯片/核心半导体) 3.26%
000988,嘉实全球互联网股票人民币,QDII-普通股票,0.00%,0.00%,0.00%,3.26%,3.26%,1,英伟达(电芯片/核心半导体) 3.26%
000990,嘉实全球互联网股票美元现钞,QDII-普通股票,0.00%,0.00%,0.00%,3.26%,3.26%,1,英伟达(电芯片/核心半导体) 3.26%
011346,淳厚鑫淳一年持有混合,混合型-偏股,0.00%,0.00%,3.25%,0.00%,3.25%,1,长飞光纤光缆(光芯片/光通信) 3.25%
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,0.00%,0.00%,0.00%,3.23%,3.23%,1,中芯国际(电芯片/核心半导体) 3.23%
013324,国寿安保盛泽三年持有混合C,混合型-偏股,0.00%,0.00%,3.23%,0.00%,3.23%,1,长飞光纤光缆(光芯片/光通信) 3.23%
013323,国寿安保盛泽三年持有混合A,混合型-偏股,0.00%,0.00%,3.23%,0.00%,3.23%,1,长飞光纤光缆(光芯片/光通信) 3.23%
022834,鹏华中证沪港深科技龙头指数(LOF)I,指数型-股票,0.00%,0.00%,0.00%,3.23%,3.23%,1,中芯国际(电芯片/核心半导体) 3.23%
160646,鹏华中证沪港深科技龙头指数(LOF)A,指数型-股票,0.00%,0.00%,0.00%,3.23%,3.23%,1,中芯国际(电芯片/核心半导体) 3.23%
005119,银华智荟内在价值灵活配置混合发起A,混合型-灵活,0.00%,0.00%,0.00%,3.20%,3.20%,1,华虹半导体(电芯片/核心半导体) 3.20%
016262,银华智荟内在价值灵活配置混合发起C,混合型-灵活,0.00%,0.00%,0.00%,3.20%,3.20%,1,华虹半导体(电芯片/核心半导体) 3.20%
010610,摩根远见两年持有期混合,混合型-偏股,0.00%,0.00%,0.00%,3.17%,3.17%,1,中芯国际(电芯片/核心半导体) 3.17%
025919,易方达科技先锋混合C,混合型-偏股,0.00%,0.00%,3.16%,0.00%,3.16%,1,长飞光纤光缆(光芯片/光通信) 3.16%
025918,易方达科技先锋混合A,混合型-偏股,0.00%,0.00%,3.16%,0.00%,3.16%,1,长飞光纤光缆(光芯片/光通信) 3.16%
015963,汇安品质优选混合A,混合型-偏股,0.00%,0.00%,0.00%,3.15%,3.15%,1,华虹半导体(电芯片/核心半导体) 3.15%
015964,汇安品质优选混合C,混合型-偏股,0.00%,0.00%,0.00%,3.15%,3.15%,1,华虹半导体(电芯片/核心半导体) 3.15%
013868,汇安优势企业精选混合C,混合型-偏股,0.00%,0.00%,0.00%,3.10%,3.10%,1,华虹半导体(电芯片/核心半导体) 3.10%
013867,汇安优势企业精选混合A,混合型-偏股,0.00%,0.00%,0.00%,3.10%,3.10%,1,华虹半导体(电芯片/核心半导体) 3.10%
008983,财通科技创新混合A,混合型-偏股,0.00%,0.00%,3.09%,0.00%,3.09%,1,长飞光纤光缆(光芯片/光通信) 3.09%
008984,财通科技创新混合C,混合型-偏股,0.00%,0.00%,3.09%,0.00%,3.09%,1,长飞光纤光缆(光芯片/光通信) 3.09%
501207,华夏创新未来混合(LOF),混合型-偏股,0.00%,0.00%,3.09%,0.00%,3.09%,1,长飞光纤光缆(光芯片/光通信) 3.09%
012074,华安均衡优选混合C,混合型-偏股,0.00%,0.00%,3.08%,0.00%,3.08%,1,长飞光纤光缆(光芯片/光通信) 3.08%
012073,华安均衡优选混合A,混合型-偏股,0.00%,0.00%,3.08%,0.00%,3.08%,1,长飞光纤光缆(光芯片/光通信) 3.08%
014219,汇添富中证科创创业50指数增强发起式C,指数型-股票,0.00%,0.00%,0.00%,3.07%,3.07%,1,中芯国际(电芯片/核心半导体) 3.07%
014218,汇添富中证科创创业50指数增强发起式A,指数型-股票,0.00%,0.00%,0.00%,3.07%,3.07%,1,中芯国际(电芯片/核心半导体) 3.07%
011177,博时汇融回报一年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,3.05%,3.05%,1,华虹半导体(电芯片/核心半导体) 3.05%
011178,博时汇融回报一年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,3.05%,3.05%,1,华虹半导体(电芯片/核心半导体) 3.05%
009863,富国创新趋势股票A,股票型,0.00%,0.00%,3.04%,0.00%,3.04%,1,长飞光纤光缆(光芯片/光通信) 3.04%
016375,招商裕泰混合,混合型-偏股,0.00%,0.00%,0.00%,3.04%,3.04%,1,中芯国际(电芯片/核心半导体) 3.04%
025468,富国创新趋势股票C,股票型,0.00%,0.00%,3.04%,0.00%,3.04%,1,长飞光纤光缆(光芯片/光通信) 3.04%
007802,兴全合泰混合A,混合型-偏股,0.00%,0.00%,3.01%,0.00%,3.01%,1,长飞光纤光缆(光芯片/光通信) 3.01%
007803,兴全合泰混合C,混合型-偏股,0.00%,0.00%,3.01%,0.00%,3.01%,1,长飞光纤光缆(光芯片/光通信) 3.01%
020365,博时卓越成长混合C,混合型-偏股,0.00%,0.00%,3.01%,0.00%,3.01%,1,长飞光纤光缆(光芯片/光通信) 3.01%
020364,博时卓越成长混合A,混合型-偏股,0.00%,0.00%,3.01%,0.00%,3.01%,1,长飞光纤光缆(光芯片/光通信) 3.01%
004958,圆信永丰优享生活,混合型-灵活,0.00%,0.00%,0.00%,2.99%,2.99%,1,中芯国际(电芯片/核心半导体) 2.99%
012588,南方港股通优势企业混合A,混合型-偏股,0.00%,0.00%,0.00%,2.94%,2.94%,1,中芯国际(电芯片/核心半导体) 2.94%
012589,南方港股通优势企业混合C,混合型-偏股,0.00%,0.00%,0.00%,2.94%,2.94%,1,中芯国际(电芯片/核心半导体) 2.94%
012697,同泰数字经济股票C,股票型,0.00%,0.00%,2.94%,0.00%,2.94%,1,长飞光纤光缆(光芯片/光通信) 2.94%
012696,同泰数字经济股票A,股票型,0.00%,0.00%,2.94%,0.00%,2.94%,1,长飞光纤光缆(光芯片/光通信) 2.94%
013141,中信保诚弘远混合A,混合型-偏股,0.00%,0.00%,2.94%,0.00%,2.94%,1,长飞光纤光缆(光芯片/光通信) 2.94%
015936,中信保诚弘远混合C,混合型-偏股,0.00%,0.00%,2.94%,0.00%,2.94%,1,长飞光纤光缆(光芯片/光通信) 2.94%
005228,汇添富港股通专注成长,混合型-偏股,0.00%,0.00%,0.00%,2.92%,2.92%,1,中芯国际(电芯片/核心半导体) 2.92%
014175,工银价值成长混合A,混合型-偏股,0.00%,0.00%,0.00%,2.92%,2.92%,1,华虹半导体(电芯片/核心半导体) 2.92%
014176,工银价值成长混合C,混合型-偏股,0.00%,0.00%,0.00%,2.92%,2.92%,1,华虹半导体(电芯片/核心半导体) 2.92%
008286,易方达研究精选股票,股票型,0.00%,0.00%,2.88%,0.00%,2.88%,1,长飞光纤光缆(光芯片/光通信) 2.88%
011706,长信标普100等权重指数美元,指数型-海外股票,0.00%,1.59%,0.72%,0.56%,2.87%,4,闪迪(存储) 0.96%; Lumentum Holdings Inc(光芯片/光通信) 0.72%; 美光科技(存储) 0.63%; 超威半导体(电芯片/核心半导体) 0.56%
519981,长信标普100等权重指数人民币,指数型-海外股票,0.00%,1.59%,0.72%,0.56%,2.87%,4,闪迪(存储) 0.96%; Lumentum Holdings Inc(光芯片/光通信) 0.72%; 美光科技(存储) 0.63%; 超威半导体(电芯片/核心半导体) 0.56%
014262,摩根沃享远见一年持有期混合C,混合型-偏股,0.00%,0.00%,0.00%,2.86%,2.86%,1,中芯国际(电芯片/核心半导体) 2.86%
014261,摩根沃享远见一年持有期混合A,混合型-偏股,0.00%,0.00%,0.00%,2.86%,2.86%,1,中芯国际(电芯片/核心半导体) 2.86%
501099,平安新兴产业混合(LOF),混合型-偏股,0.00%,0.00%,2.83%,0.00%,2.83%,1,长飞光纤光缆(光芯片/光通信) 2.83%
009391,汇添富优质成长混合A,混合型-偏股,0.00%,0.00%,0.00%,2.81%,2.81%,1,华虹半导体(电芯片/核心半导体) 2.81%
009392,汇添富优质成长混合C,混合型-偏股,0.00%,0.00%,0.00%,2.81%,2.81%,1,华虹半导体(电芯片/核心半导体) 2.81%
021511,宏利半导体产业混合发起C,混合型-偏股,0.00%,0.00%,0.00%,2.78%,2.78%,1,中芯国际(电芯片/核心半导体) 2.78%
021510,宏利半导体产业混合发起A,混合型-偏股,0.00%,0.00%,0.00%,2.78%,2.78%,1,中芯国际(电芯片/核心半导体) 2.78%
011507,建信高端装备股票C,股票型,0.00%,0.00%,2.77%,0.00%,2.77%,1,长飞光纤光缆(光芯片/光通信) 2.77%
011506,建信高端装备股票A,股票型,0.00%,0.00%,2.77%,0.00%,2.77%,1,长飞光纤光缆(光芯片/光通信) 2.77%
011637,广发沪港深价值成长混合A,混合型-偏股,0.00%,0.00%,0.00%,2.77%,2.77%,1,中芯国际(电芯片/核心半导体) 2.77%
011638,广发沪港深价值成长混合C,混合型-偏股,0.00%,0.00%,0.00%,2.77%,2.77%,1,中芯国际(电芯片/核心半导体) 2.77%
014417,泰康研究精选股票发起C,股票型,0.00%,0.00%,0.00%,2.73%,2.73%,1,华虹半导体(电芯片/核心半导体) 2.73%
014416,泰康研究精选股票发起A,股票型,0.00%,0.00%,0.00%,2.73%,2.73%,1,华虹半导体(电芯片/核心半导体) 2.73%
019189,华商品质价值混合A,混合型-偏股,0.00%,0.00%,0.00%,2.73%,2.73%,1,中芯国际(电芯片/核心半导体) 2.73%
019190,华商品质价值混合C,混合型-偏股,0.00%,0.00%,0.00%,2.73%,2.73%,1,中芯国际(电芯片/核心半导体) 2.73%
008065,汇添富中盘积极成长混合A,混合型-偏股,0.00%,0.00%,2.70%,0.00%,2.70%,1,长飞光纤光缆(光芯片/光通信) 2.70%
008066,汇添富中盘积极成长混合C,混合型-偏股,0.00%,0.00%,2.70%,0.00%,2.70%,1,长飞光纤光缆(光芯片/光通信) 2.70%
010013,易方达信息行业精选股票A,股票型,0.00%,0.00%,2.68%,0.00%,2.68%,1,长飞光纤光缆(光芯片/光通信) 2.68%
019024,易方达信息行业精选股票C,股票型,0.00%,0.00%,2.68%,0.00%,2.68%,1,长飞光纤光缆(光芯片/光通信) 2.68%
016704,兴业品质睿选混合发起式C,混合型-偏股,0.00%,0.00%,2.67%,0.00%,2.67%,1,长飞光纤光缆(光芯片/光通信) 2.67%
016703,兴业品质睿选混合发起式A,混合型-偏股,0.00%,0.00%,2.67%,0.00%,2.67%,1,长飞光纤光缆(光芯片/光通信) 2.67%
009859,银华乐享混合A,混合型-偏股,0.00%,0.00%,0.00%,2.58%,2.58%,1,华虹半导体(电芯片/核心半导体) 2.58%
015687,银华乐享混合C,混合型-偏股,0.00%,0.00%,0.00%,2.58%,2.58%,1,华虹半导体(电芯片/核心半导体) 2.58%
005683,国寿安保华兴灵活配置混合,混合型-灵活,0.00%,0.00%,2.57%,0.00%,2.57%,1,长飞光纤光缆(光芯片/光通信) 2.57%
501208,中欧创新未来混合(LOF),混合型-偏股,0.00%,0.00%,0.00%,2.49%,2.49%,1,中芯国际(电芯片/核心半导体) 2.49%
009026,中银高质量发展机遇混合A,混合型-偏股,0.00%,0.00%,0.00%,2.45%,2.45%,1,中芯国际(电芯片/核心半导体) 2.45%
017784,中银高质量发展机遇混合C,混合型-偏股,0.00%,0.00%,0.00%,2.45%,2.45%,1,中芯国际(电芯片/核心半导体) 2.45%
007182,万家沪港深蓝筹混合A,混合型-偏股,0.00%,0.00%,0.00%,2.44%,2.44%,1,华虹半导体(电芯片/核心半导体) 2.44%
007183,万家沪港深蓝筹混合C,混合型-偏股,0.00%,0.00%,0.00%,2.44%,2.44%,1,华虹半导体(电芯片/核心半导体) 2.44%
013861,泓德产业升级混合A,混合型-偏股,0.00%,0.00%,0.00%,2.43%,2.43%,1,中芯国际(电芯片/核心半导体) 2.43%
013862,泓德产业升级混合C,混合型-偏股,0.00%,0.00%,0.00%,2.43%,2.43%,1,中芯国际(电芯片/核心半导体) 2.43%
016627,汇添富创新成长混合C,混合型-偏股,0.00%,0.00%,0.00%,2.38%,2.38%,1,华虹半导体(电芯片/核心半导体) 2.38%
016626,汇添富创新成长混合A,混合型-偏股,0.00%,0.00%,0.00%,2.38%,2.38%,1,华虹半导体(电芯片/核心半导体) 2.38%
021199,汇添富优选价值混合发起式C,混合型-偏股,0.00%,0.00%,2.38%,0.00%,2.38%,1,长飞光纤光缆(光芯片/光通信) 2.38%
021198,汇添富优选价值混合发起式A,混合型-偏股,0.00%,0.00%,2.38%,0.00%,2.38%,1,长飞光纤光缆(光芯片/光通信) 2.38%
010333,华夏核心资产混合A,混合型-偏股,0.00%,0.00%,0.00%,2.35%,2.35%,1,中芯国际(电芯片/核心半导体) 2.35%
010334,华夏核心资产混合C,混合型-偏股,0.00%,0.00%,0.00%,2.35%,2.35%,1,中芯国际(电芯片/核心半导体) 2.35%
010864,泓德卓远混合A,混合型-偏股,0.00%,0.00%,0.00%,2.30%,2.30%,1,中芯国际(电芯片/核心半导体) 2.30%
010865,泓德卓远混合C,混合型-偏股,0.00%,0.00%,0.00%,2.30%,2.30%,1,中芯国际(电芯片/核心半导体) 2.30%
009319,南方成长先锋混合C,混合型-偏股,0.00%,0.00%,0.00%,2.28%,2.28%,1,华虹半导体(电芯片/核心半导体) 2.28%
009318,南方成长先锋混合A,混合型-偏股,0.00%,0.00%,0.00%,2.28%,2.28%,1,华虹半导体(电芯片/核心半导体) 2.28%
011246,嘉实阿尔法优选混合A,混合型-偏股,0.00%,0.00%,0.00%,2.28%,2.28%,1,华虹半导体(电芯片/核心半导体) 2.28%
011247,嘉实阿尔法优选混合C,混合型-偏股,0.00%,0.00%,0.00%,2.28%,2.28%,1,华虹半导体(电芯片/核心半导体) 2.28%
025559,光大阳光启明星创新驱动混合C,混合型-偏股,0.00%,0.00%,2.22%,0.00%,2.22%,1,长飞光纤光缆(光芯片/光通信) 2.22%
025560,光大阳光启明星创新驱动混合D,混合型-偏股,0.00%,0.00%,2.22%,0.00%,2.22%,1,长飞光纤光缆(光芯片/光通信) 2.22%
