基金代码,基金名称,基金类型,AXTI占比,海外存储占比,海外光芯片/光通信占比,海外电芯片/核心半导体占比,海外合计占比,匹配持仓数,核心持仓摘要
014319,德邦半导体产业混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,9.57%,9.57%,2,中芯国际(电芯片/核心半导体) 5.24%; 华虹半导体(电芯片/核心半导体) 4.33%
014320,德邦半导体产业混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,9.57%,9.57%,2,中芯国际(电芯片/核心半导体) 5.24%; 华虹半导体(电芯片/核心半导体) 4.33%
160213,国泰纳斯达克100指数,指数型-海外股票,0.00%,0.00%,0.00%,9.48%,9.48%,2,英伟达(电芯片/核心半导体) 7.04%; 博通(电芯片/核心半导体) 2.44%
008294,朱雀企业优胜A,股票型,0.00%,0.00%,0.00%,9.43%,9.43%,1,中芯国际(电芯片/核心半导体) 9.43%
008295,朱雀企业优胜C,股票型,0.00%,0.00%,0.00%,9.43%,9.43%,1,中芯国际(电芯片/核心半导体) 9.43%
020722,国寿安保数字经济股票发起式A,股票型,0.00%,0.00%,9.42%,0.00%,9.42%,1,长飞光纤光缆(光芯片/光通信) 9.42%
020723,国寿安保数字经济股票发起式C,股票型,0.00%,0.00%,9.42%,0.00%,9.42%,1,长飞光纤光缆(光芯片/光通信) 9.42%
015967,永赢半导体产业智选混合发起A,混合型-偏股,0.00%,0.00%,0.00%,9.40%,9.40%,1,中芯国际(电芯片/核心半导体) 9.40%
015968,永赢半导体产业智选混合发起C,混合型-偏股,0.00%,0.00%,0.00%,9.40%,9.40%,1,中芯国际(电芯片/核心半导体) 9.40%
159513,纳斯达克100ETF大成,指数型-海外股票,0.00%,0.00%,0.00%,9.38%,9.38%,2,英伟达(电芯片/核心半导体) 6.97%; 博通(电芯片/核心半导体) 2.41%
015884,中欧港股数字经济混合发起(QDII)A,QDII-混合偏股,0.00%,0.00%,9.37%,0.00%,9.37%,1,长飞光纤光缆(光芯片/光通信) 9.37%
015885,中欧港股数字经济混合发起(QDII)C,QDII-混合偏股,0.00%,0.00%,9.37%,0.00%,9.37%,1,长飞光纤光缆(光芯片/光通信) 9.37%
017603,华夏国企创新混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,9.32%,9.32%,2,中芯国际(电芯片/核心半导体) 4.71%; 华虹半导体(电芯片/核心半导体) 4.61%
017602,华夏国企创新混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,9.32%,9.32%,2,中芯国际(电芯片/核心半导体) 4.71%; 华虹半导体(电芯片/核心半导体) 4.61%
016252,华夏景气成长一年持有混合发起式A,混合型-偏股,0.00%,0.00%,9.31%,0.00%,9.31%,1,长飞光纤光缆(光芯片/光通信) 9.31%
016253,华夏景气成长一年持有混合发起式C,混合型-偏股,0.00%,0.00%,9.31%,0.00%,9.31%,1,长飞光纤光缆(光芯片/光通信) 9.31%
159612,标普500ETF国泰,指数型-海外股票,0.00%,0.00%,0.00%,9.29%,9.29%,2,英伟达(电芯片/核心半导体) 6.90%; 博通(电芯片/核心半导体) 2.39%
009891,融通产业趋势臻选股票A,股票型,0.00%,0.00%,9.23%,0.00%,9.23%,1,长飞光纤光缆(光芯片/光通信) 9.23%
018495,融通产业趋势臻选股票C,股票型,0.00%,0.00%,9.23%,0.00%,9.23%,1,长飞光纤光缆(光芯片/光通信) 9.23%
024837,中欧港股通科技混合发起C,混合型-偏股,0.00%,0.00%,9.19%,0.00%,9.19%,1,长飞光纤光缆(光芯片/光通信) 9.19%
024836,中欧港股通科技混合发起A,混合型-偏股,0.00%,0.00%,9.19%,0.00%,9.19%,1,长飞光纤光缆(光芯片/光通信) 9.19%
011420,广发全球科技三个月定开混合(QDII)人民币A,QDII-混合偏股,0.00%,0.00%,0.00%,9.10%,9.10%,1,台积电(电芯片/核心半导体) 9.10%
011422,广发全球科技三个月定开混合(QDII)人民币C,QDII-混合偏股,0.00%,0.00%,0.00%,9.10%,9.10%,1,台积电(电芯片/核心半导体) 9.10%
011423,广发全球科技三个月定开混合(QDII)美元C,QDII-混合偏股,0.00%,0.00%,0.00%,9.10%,9.10%,1,台积电(电芯片/核心半导体) 9.10%
011421,广发全球科技三个月定开混合(QDII)美元A,QDII-混合偏股,0.00%,0.00%,0.00%,9.10%,9.10%,1,台积电(电芯片/核心半导体) 9.10%
005250,银华估值优势混合,混合型-偏股,0.00%,0.00%,0.00%,9.06%,9.06%,2,华虹半导体(电芯片/核心半导体) 4.89%; 中芯国际(电芯片/核心半导体) 4.17%
010142,朱雀企业优选C,股票型,0.00%,0.00%,0.00%,9.04%,9.04%,1,中芯国际(电芯片/核心半导体) 9.04%
010141,朱雀企业优选A,股票型,0.00%,0.00%,0.00%,9.04%,9.04%,1,中芯国际(电芯片/核心半导体) 9.04%
014687,招商核心装备混合C,混合型-偏股,0.00%,0.00%,9.04%,0.00%,9.04%,1,长飞光纤光缆(光芯片/光通信) 9.04%
014686,招商核心装备混合A,混合型-偏股,0.00%,0.00%,9.04%,0.00%,9.04%,1,长飞光纤光缆(光芯片/光通信) 9.04%
024459,华商致远回报混合A,混合型-偏股,0.00%,0.00%,8.95%,0.00%,8.95%,1,长飞光纤光缆(光芯片/光通信) 8.95%
024460,华商致远回报混合C,混合型-偏股,0.00%,0.00%,8.95%,0.00%,8.95%,1,长飞光纤光缆(光芯片/光通信) 8.95%
022124,国寿安保策略精选混合C,混合型-偏股,0.00%,0.00%,8.92%,0.00%,8.92%,1,长飞光纤光缆(光芯片/光通信) 8.92%
168002,国寿安保策略精选混合A,混合型-偏股,0.00%,0.00%,8.92%,0.00%,8.92%,1,长飞光纤光缆(光芯片/光通信) 8.92%
003718,易方达标普500指数美元汇A,指数型-海外股票,0.00%,0.00%,0.00%,8.89%,8.89%,2,英伟达(电芯片/核心半导体) 6.60%; 博通(电芯片/核心半导体) 2.29%
011531,朱雀恒心一年持有混合,混合型-偏股,0.00%,0.00%,0.00%,8.89%,8.89%,1,中芯国际(电芯片/核心半导体) 8.89%
012860,易方达标普500指数人民币C,指数型-海外股票,0.00%,0.00%,0.00%,8.89%,8.89%,2,英伟达(电芯片/核心半导体) 6.60%; 博通(电芯片/核心半导体) 2.29%
012861,易方达标普500指数美元汇C,指数型-海外股票,0.00%,0.00%,0.00%,8.89%,8.89%,2,英伟达(电芯片/核心半导体) 6.60%; 博通(电芯片/核心半导体) 2.29%
161125,易方达标普500指数人民币A,指数型-海外股票,0.00%,0.00%,0.00%,8.89%,8.89%,2,英伟达(电芯片/核心半导体) 6.60%; 博通(电芯片/核心半导体) 2.29%
007493,朱雀产业臻选混合A,混合型-偏股,0.00%,0.00%,0.00%,8.86%,8.86%,1,中芯国际(电芯片/核心半导体) 8.86%
007494,朱雀产业臻选混合C,混合型-偏股,0.00%,0.00%,0.00%,8.86%,8.86%,1,中芯国际(电芯片/核心半导体) 8.86%
025988,鹏华创新未来混合(LOF)A,混合型-偏股,0.00%,0.00%,8.83%,0.00%,8.83%,1,长飞光纤光缆(光芯片/光通信) 8.83%
501205,鹏华创新未来混合(LOF)C,混合型-偏股,0.00%,0.00%,8.83%,0.00%,8.83%,1,长飞光纤光缆(光芯片/光通信) 8.83%
010922,朱雀匠心一年持有,混合型-偏股,0.00%,0.00%,0.00%,8.82%,8.82%,1,中芯国际(电芯片/核心半导体) 8.82%
010415,华泰柏瑞质量精选混合A,混合型-偏股,0.00%,0.00%,8.81%,0.00%,8.81%,1,长飞光纤光缆(光芯片/光通信) 8.81%
010416,华泰柏瑞质量精选混合C,混合型-偏股,0.00%,0.00%,8.81%,0.00%,8.81%,1,长飞光纤光缆(光芯片/光通信) 8.81%
006751,富国互联科技股票A,股票型,0.00%,0.00%,8.72%,0.00%,8.72%,1,长飞光纤光缆(光芯片/光通信) 8.72%
011126,富国互联科技股票C,股票型,0.00%,0.00%,8.72%,0.00%,8.72%,1,长飞光纤光缆(光芯片/光通信) 8.72%
018406,朱雀产业精选混合C,混合型-偏股,0.00%,0.00%,0.00%,8.72%,8.72%,1,中芯国际(电芯片/核心半导体) 8.72%
018405,朱雀产业精选混合A,混合型-偏股,0.00%,0.00%,0.00%,8.72%,8.72%,1,中芯国际(电芯片/核心半导体) 8.72%
005207,南方高端装备混合C,混合型-偏股,0.00%,0.00%,0.00%,8.70%,8.70%,2,华虹半导体(电芯片/核心半导体) 5.31%; 中芯国际(电芯片/核心半导体) 3.39%
202027,南方高端装备混合A,混合型-偏股,0.00%,0.00%,0.00%,8.70%,8.70%,2,华虹半导体(电芯片/核心半导体) 5.31%; 中芯国际(电芯片/核心半导体) 3.39%
486002,工银全球精选股票(QDII),QDII-普通股票,0.00%,0.00%,0.00%,8.67%,8.67%,3,英伟达(电芯片/核心半导体) 4.18%; 台积电(电芯片/核心半导体) 2.69%; 博通(电芯片/核心半导体) 1.80%
016570,嘉实价值丰润混合A,混合型-偏股,0.00%,0.00%,8.64%,0.00%,8.64%,1,长飞光纤光缆(光芯片/光通信) 8.64%
016571,嘉实价值丰润混合C,混合型-偏股,0.00%,0.00%,8.64%,0.00%,8.64%,1,长飞光纤光缆(光芯片/光通信) 8.64%
159135,港股通科技ETF前海开源,指数型-股票,0.00%,0.00%,0.00%,8.59%,8.59%,2,中芯国际(电芯片/核心半导体) 5.50%; 华虹半导体(电芯片/核心半导体) 3.09%
520670,港股通科技ETF嘉实,指数型-股票,0.00%,0.00%,0.00%,8.57%,8.57%,2,中芯国际(电芯片/核心半导体) 5.49%; 华虹半导体(电芯片/核心半导体) 3.08%
159120,港股通科技ETF国联安,指数型-股票,0.00%,0.00%,0.00%,8.55%,8.55%,2,中芯国际(电芯片/核心半导体) 5.46%; 华虹半导体(电芯片/核心半导体) 3.09%
520840,港股通恒生科技ETF华安,指数型-股票,0.00%,0.00%,0.00%,8.51%,8.51%,2,中芯国际(电芯片/核心半导体) 5.46%; 华虹半导体(电芯片/核心半导体) 3.05%
016486,中欧成长先锋混合C,混合型-偏股,0.00%,0.00%,8.48%,0.00%,8.48%,1,长飞光纤光缆(光芯片/光通信) 8.48%
016485,中欧成长先锋混合A,混合型-偏股,0.00%,0.00%,8.48%,0.00%,8.48%,1,长飞光纤光缆(光芯片/光通信) 8.48%
159262,港股通科技ETF广发,指数型-股票,0.00%,0.00%,0.00%,8.47%,8.47%,2,中芯国际(电芯片/核心半导体) 5.43%; 华虹半导体(电芯片/核心半导体) 3.04%
008528,华泰柏瑞质量成长A,混合型-偏股,0.00%,0.00%,8.46%,0.00%,8.46%,1,长飞光纤光缆(光芯片/光通信) 8.46%
011452,华泰柏瑞质量成长C,混合型-偏股,0.00%,0.00%,8.46%,0.00%,8.46%,1,长飞光纤光缆(光芯片/光通信) 8.46%
008382,融通产业趋势股票,股票型,0.00%,0.00%,8.44%,0.00%,8.44%,1,长飞光纤光缆(光芯片/光通信) 8.44%
018910,中欧科技成长混合A,混合型-偏股,0.00%,0.00%,8.43%,0.00%,8.43%,2,长飞光纤光缆(光芯片/光通信) 5.01%; 高伟电子(光芯片/光通信) 3.42%
018911,中欧科技成长混合C,混合型-偏股,0.00%,0.00%,8.43%,0.00%,8.43%,2,长飞光纤光缆(光芯片/光通信) 5.01%; 高伟电子(光芯片/光通信) 3.42%
519696,交银环球精选混合(QDII)A,QDII-混合偏股,0.00%,0.00%,0.00%,8.42%,8.42%,2,英伟达(电芯片/核心半导体) 6.26%; 博通(电芯片/核心半导体) 2.16%
012034,广发睿盛混合C,混合型-偏股,0.00%,0.00%,8.36%,0.00%,8.36%,1,长飞光纤光缆(光芯片/光通信) 8.36%
012033,广发睿盛混合A,混合型-偏股,0.00%,0.00%,8.36%,0.00%,8.36%,1,长飞光纤光缆(光芯片/光通信) 8.36%
017767,嘉实欣荣混合(LOF)C,混合型-偏股,0.00%,0.00%,8.36%,0.00%,8.36%,1,长飞光纤光缆(光芯片/光通信) 8.36%
501091,嘉实欣荣混合(LOF)A,混合型-偏股,0.00%,0.00%,8.36%,0.00%,8.36%,1,长飞光纤光缆(光芯片/光通信) 8.36%
159152,港股通科技ETF平安,指数型-股票,0.00%,0.00%,0.00%,8.35%,8.35%,2,中芯国际(电芯片/核心半导体) 5.36%; 华虹半导体(电芯片/核心半导体) 2.99%
014299,宏利先进制造股票A,股票型,0.00%,0.00%,0.00%,8.33%,8.33%,1,中芯国际(电芯片/核心半导体) 8.33%
014300,宏利先进制造股票C,股票型,0.00%,0.00%,0.00%,8.33%,8.33%,1,中芯国际(电芯片/核心半导体) 8.33%
017738,融通慧心混合C,混合型-偏股,0.00%,0.00%,8.30%,0.00%,8.30%,1,长飞光纤光缆(光芯片/光通信) 8.30%
017737,融通慧心混合A,混合型-偏股,0.00%,0.00%,8.30%,0.00%,8.30%,1,长飞光纤光缆(光芯片/光通信) 8.30%
005802,汇添富智能制造股票A,股票型,0.00%,0.00%,0.00%,8.28%,8.28%,1,中芯国际(电芯片/核心半导体) 8.28%
015197,汇添富智能制造股票D,股票型,0.00%,0.00%,0.00%,8.28%,8.28%,1,中芯国际(电芯片/核心半导体) 8.28%
015196,汇添富智能制造股票C,股票型,0.00%,0.00%,0.00%,8.28%,8.28%,1,中芯国际(电芯片/核心半导体) 8.28%
010135,宏利高研发6个月持有混合A,混合型-偏股,0.00%,0.00%,0.00%,8.24%,8.24%,1,中芯国际(电芯片/核心半导体) 8.24%
010136,宏利高研发6个月持有混合C,混合型-偏股,0.00%,0.00%,0.00%,8.24%,8.24%,1,中芯国际(电芯片/核心半导体) 8.24%
005534,华夏新时代混合人民币(QDII),QDII-混合灵活,0.00%,0.00%,8.17%,0.00%,8.17%,2,Lumentum Holdings Inc(光芯片/光通信) 5.35%; Coherent Corp(光芯片/光通信) 2.82%
012924,华夏新时代混合美元现汇(QDII),QDII-混合灵活,0.00%,0.00%,8.17%,0.00%,8.17%,2,Lumentum Holdings Inc(光芯片/光通信) 5.35%; Coherent Corp(光芯片/光通信) 2.82%
012925,华夏新时代混合美元现钞(QDII),QDII-混合灵活,0.00%,0.00%,8.17%,0.00%,8.17%,2,Lumentum Holdings Inc(光芯片/光通信) 5.35%; Coherent Corp(光芯片/光通信) 2.82%
004616,中欧电子信息产业沪港深股票A,股票型,0.00%,0.00%,4.03%,4.11%,8.14%,2,中芯国际(电芯片/核心半导体) 4.11%; 长飞光纤光缆(光芯片/光通信) 4.03%
005763,中欧电子信息产业沪港深股票C,股票型,0.00%,0.00%,4.03%,4.11%,8.14%,2,中芯国际(电芯片/核心半导体) 4.11%; 长飞光纤光缆(光芯片/光通信) 4.03%
014509,汇添富先进制造混合C,混合型-偏股,0.00%,0.00%,0.00%,8.09%,8.09%,1,中芯国际(电芯片/核心半导体) 8.09%
014508,汇添富先进制造混合A,混合型-偏股,0.00%,0.00%,0.00%,8.09%,8.09%,1,中芯国际(电芯片/核心半导体) 8.09%
011682,汇添富均衡精选六个月持有混合C,混合型-偏股,0.00%,0.00%,5.44%,2.63%,8.07%,2,长飞光纤光缆(光芯片/光通信) 5.44%; 华虹半导体(电芯片/核心半导体) 2.63%
011681,汇添富均衡精选六个月持有混合A,混合型-偏股,0.00%,0.00%,5.44%,2.63%,8.07%,2,长飞光纤光缆(光芯片/光通信) 5.44%; 华虹半导体(电芯片/核心半导体) 2.63%
001215,博时沪港深优质企业基金A,混合型-灵活,0.00%,0.00%,0.00%,8.04%,8.04%,1,中芯国际(电芯片/核心半导体) 8.04%
002555,博时沪港深优质企业基金C,混合型-灵活,0.00%,0.00%,0.00%,8.04%,8.04%,1,中芯国际(电芯片/核心半导体) 8.04%
013328,嘉实全球价值股票(QDII)人民币,QDII-普通股票,0.00%,0.00%,0.00%,7.98%,7.98%,3,英伟达(电芯片/核心半导体) 4.59%; 台积电(电芯片/核心半导体) 2.18%; 博通(电芯片/核心半导体) 1.21%
013329,嘉实全球价值股票(QDII)美元现汇,QDII-普通股票,0.00%,0.00%,0.00%,7.98%,7.98%,3,英伟达(电芯片/核心半导体) 4.59%; 台积电(电芯片/核心半导体) 2.18%; 博通(电芯片/核心半导体) 1.21%
009030,工银高质量成长混合C,混合型-偏股,0.00%,0.00%,0.00%,7.95%,7.95%,1,中芯国际(电芯片/核心半导体) 7.95%
009029,工银高质量成长混合A,混合型-偏股,0.00%,0.00%,0.00%,7.95%,7.95%,1,中芯国际(电芯片/核心半导体) 7.95%
016903,鑫元欣悦混合C,混合型-偏股,0.00%,0.00%,0.00%,7.94%,7.94%,1,中芯国际(电芯片/核心半导体) 7.94%
016902,鑫元欣悦混合A,混合型-偏股,0.00%,0.00%,0.00%,7.94%,7.94%,1,中芯国际(电芯片/核心半导体) 7.94%
012779,博时移动互联主题混合A,混合型-偏股,0.00%,0.00%,0.00%,7.92%,7.92%,2,华虹半导体(电芯片/核心半导体) 4.03%; 中芯国际(电芯片/核心半导体) 3.89%
012780,博时移动互联主题混合C,混合型-偏股,0.00%,0.00%,0.00%,7.92%,7.92%,2,华虹半导体(电芯片/核心半导体) 4.03%; 中芯国际(电芯片/核心半导体) 3.89%
017655,嘉实价值丰裕混合A,混合型-偏股,0.00%,0.00%,7.92%,0.00%,7.92%,1,长飞光纤光缆(光芯片/光通信) 7.92%
017656,嘉实价值丰裕混合C,混合型-偏股,0.00%,0.00%,7.92%,0.00%,7.92%,1,长飞光纤光缆(光芯片/光通信) 7.92%
011450,招商企业优选混合A,混合型-偏股,0.00%,0.00%,7.90%,0.00%,7.90%,1,长飞光纤光缆(光芯片/光通信) 7.90%
011451,招商企业优选混合C,混合型-偏股,0.00%,0.00%,7.90%,0.00%,7.90%,1,长飞光纤光缆(光芯片/光通信) 7.90%
010391,易方达战略新兴产业股票A,股票型,0.00%,0.00%,4.77%,3.09%,7.86%,2,长飞光纤光缆(光芯片/光通信) 4.77%; 中芯国际(电芯片/核心半导体) 3.09%
010392,易方达战略新兴产业股票C,股票型,0.00%,0.00%,4.77%,3.09%,7.86%,2,长飞光纤光缆(光芯片/光通信) 4.77%; 中芯国际(电芯片/核心半导体) 3.09%
016297,中欧丰泰港股通混合A,混合型-偏股,0.00%,0.00%,0.00%,7.78%,7.78%,1,华虹半导体(电芯片/核心半导体) 7.78%
016298,中欧丰泰港股通混合C,混合型-偏股,0.00%,0.00%,0.00%,7.78%,7.78%,1,华虹半导体(电芯片/核心半导体) 7.78%
011829,平安睿享成长混合C,混合型-偏股,0.00%,0.00%,7.73%,0.00%,7.73%,1,长飞光纤光缆(光芯片/光通信) 7.73%
011828,平安睿享成长混合A,混合型-偏股,0.00%,0.00%,7.73%,0.00%,7.73%,1,长飞光纤光缆(光芯片/光通信) 7.73%
008555,华商龙头优势混合,混合型-偏股,0.00%,0.00%,7.72%,0.00%,7.72%,1,长飞光纤光缆(光芯片/光通信) 7.72%
020775,国寿安保产业升级股票发起式A,股票型,0.00%,0.00%,7.71%,0.00%,7.71%,1,长飞光纤光缆(光芯片/光通信) 7.71%
020774,国寿安保产业升级股票发起式C,股票型,0.00%,0.00%,7.71%,0.00%,7.71%,1,长飞光纤光缆(光芯片/光通信) 7.71%
021938,华安半导体产业股票发起式C,股票型,0.00%,0.00%,3.82%,3.89%,7.71%,2,华虹半导体(电芯片/核心半导体) 3.89%; 长飞光纤光缆(光芯片/光通信) 3.82%
021937,华安半导体产业股票发起式A,股票型,0.00%,0.00%,3.82%,3.89%,7.71%,2,华虹半导体(电芯片/核心半导体) 3.89%; 长飞光纤光缆(光芯片/光通信) 3.82%
006537,恒生前海港股通精选混合,混合型-偏股,0.00%,0.00%,0.00%,7.69%,7.69%,2,中芯国际(电芯片/核心半导体) 4.70%; 华虹半导体(电芯片/核心半导体) 2.99%
007067,浦银安盛先进制造混合C,混合型-偏股,0.00%,0.00%,4.56%,3.10%,7.66%,2,高伟电子(光芯片/光通信) 4.56%; 中芯国际(电芯片/核心半导体) 3.10%
007066,浦银安盛先进制造混合A,混合型-偏股,0.00%,0.00%,4.56%,3.10%,7.66%,2,高伟电子(光芯片/光通信) 4.56%; 中芯国际(电芯片/核心半导体) 3.10%
011925,嘉实港股互联网产业核心资产C,混合型-偏股,0.00%,0.00%,3.43%,4.21%,7.64%,2,华虹半导体(电芯片/核心半导体) 4.21%; 长飞光纤光缆(光芯片/光通信) 3.43%
011924,嘉实港股互联网产业核心资产A,混合型-偏股,0.00%,0.00%,3.43%,4.21%,7.64%,2,华虹半导体(电芯片/核心半导体) 4.21%; 长飞光纤光缆(光芯片/光通信) 3.43%
014612,富国核心科技12个月持有混合C,混合型-偏股,0.00%,0.00%,7.62%,0.00%,7.62%,1,长飞光纤光缆(光芯片/光通信) 7.62%
014611,富国核心科技12个月持有混合A,混合型-偏股,0.00%,0.00%,7.62%,0.00%,7.62%,1,长飞光纤光缆(光芯片/光通信) 7.62%
009892,富国成长策略混合A,混合型-偏股,0.00%,0.00%,7.61%,0.00%,7.61%,1,长飞光纤光缆(光芯片/光通信) 7.61%
025191,富国成长策略混合C,混合型-偏股,0.00%,0.00%,7.61%,0.00%,7.61%,1,长飞光纤光缆(光芯片/光通信) 7.61%
010166,招商兴和优选1年持有期混合,混合型-偏股,0.00%,0.00%,7.58%,0.00%,7.58%,1,长飞光纤光缆(光芯片/光通信) 7.58%
023452,中欧信息科技混合发起C,混合型-偏股,0.00%,0.00%,7.58%,0.00%,7.58%,1,长飞光纤光缆(光芯片/光通信) 7.58%
023451,中欧信息科技混合发起A,混合型-偏股,0.00%,0.00%,7.58%,0.00%,7.58%,1,长飞光纤光缆(光芯片/光通信) 7.58%
012130,景顺长城先进智造混合A,混合型-偏股,0.00%,0.00%,3.06%,4.50%,7.56%,2,中芯国际(电芯片/核心半导体) 4.50%; 长飞光纤光缆(光芯片/光通信) 3.06%
012131,景顺长城先进智造混合C,混合型-偏股,0.00%,0.00%,3.06%,4.50%,7.56%,2,中芯国际(电芯片/核心半导体) 4.50%; 长飞光纤光缆(光芯片/光通信) 3.06%
010377,广发价值核心混合A,混合型-偏股,0.00%,0.00%,7.55%,0.00%,7.55%,1,长飞光纤光缆(光芯片/光通信) 7.55%
010378,广发价值核心混合C,混合型-偏股,0.00%,0.00%,7.55%,0.00%,7.55%,1,长飞光纤光缆(光芯片/光通信) 7.55%
014825,汇泉兴至未来一年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,7.46%,7.46%,1,中芯国际(电芯片/核心半导体) 7.46%
014826,汇泉兴至未来一年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,7.46%,7.46%,1,中芯国际(电芯片/核心半导体) 7.46%
014647,融通先进制造混合A,混合型-偏股,0.00%,0.00%,7.38%,0.00%,7.38%,1,长飞光纤光缆(光芯片/光通信) 7.38%
014648,融通先进制造混合C,混合型-偏股,0.00%,0.00%,7.38%,0.00%,7.38%,1,长飞光纤光缆(光芯片/光通信) 7.38%
017829,富国时代精选混合C,混合型-偏股,0.00%,0.00%,7.29%,0.00%,7.29%,1,长飞光纤光缆(光芯片/光通信) 7.29%
017828,富国时代精选混合A,混合型-偏股,0.00%,0.00%,7.29%,0.00%,7.29%,1,长飞光纤光缆(光芯片/光通信) 7.29%
